AP|217|212|29/03/2007|464086380.0|464086380.0|P|29/03/2007|zizah|C|
AP|218|1|29/03/2007|980000.0|980000.0|P|29/03/2007|zizah|C|
AP|219|3|29/03/2007|99197300.0|99197300.0|P|29/03/2007|zizah|C|
GL|220|5|03/04/2007|5367268.0|5367268.0|P|04/04/2007|lhhb|L|
CB|221|1|10/04/2007|213000.0|213000.0|P|10/04/2007|zizah|C|
GL|222|4|11/04/2007|1098970.0|1098970.0|P|11/04/2007|zizah|C|
GL|223|3|14/04/2007|3264653.3|3264653.3|P|17/04/2007|zizah|C|
AP|224|2|17/04/2007|848.0|848.0|P|17/04/2007|zizah|C|
AP|225|1|17/04/2007|49.5|49.5|P|17/04/2007|zizah|C|
GL|226|1|24/04/2007|400000.0|400000.0|P|24/04/2007|zizah|C|
GL|227|25|24/04/2007|357282096.4|357282096.4|P|25/04/2007|zizah|C|
AR|228|1862|25/04/2007|2511686578.1|2511686578.1|P|25/04/2007|zizah|C|
AP|229|486|25/04/2007|1637901036.0|1637901036.0|P|25/04/2007|zizah|C|
CB|230|50|25/04/2007|921071560.1|921071560.1|P|25/04/2007|zizah|C|
AR|231|1|25/04/2007|102716038.0|102716038.0|P|25/04/2007|zizah|C|
GL|232|2|27/04/2007|73765914.0|73765914.0|P|27/04/2007|zizah|C|
GL|233|1|30/04/2007|2101632.0|2101632.0|P|30/04/2007|zizah|C|
GL|234|3|04/05/2007|14445154.0|14445154.0|P|04/05/2007|zizah|C|
GL|235|35|05/05/2007|202775587.4|202775587.4|P|10/05/2007|zizah|C|
AR|236|2150|10/05/2007|3415330956.4|3415330956.4|P|10/05/2007|zizah|C|
AP|237|598|10/05/2007|2258399178.0|2258399178.0|P|10/05/2007|zizah|C|
CB|238|85|10/05/2007|609673644.6|609673644.6|P|10/05/2007|zizah|C|
GL|239|4|16/05/2007|12658905.0|12658905.0|P|19/05/2007|zizah|C|
AP|240|17|19/05/2007|20021501.0|20021501.0|P|19/05/2007|zizah|C|
AR|241|1|19/05/2007|3.0|3.0|P|19/05/2007|zizah|C|
AP|242|1|21/05/2007|1.0|1.0|P|21/05/2007|zizah|C|
AP|243|66|29/05/2007|143687550.0|143687550.0|P|29/05/2007|lhhb|C|
GL|244|30|05/06/2007|219140673.4|219140673.4|P|11/06/2007|zizah|C|
AR|245|2013|11/06/2007|3492407975.5|3492407975.5|P|11/06/2007|zizah|C|
AP|246|474|11/06/2007|1433241510.0|1433241510.0|P|11/06/2007|zizah|C|
CB|247|76|11/06/2007|689205607.04|689205607.04|P|11/06/2007|zizah|C|
AR|248|1|11/06/2007|22698701.0|22698701.0|P|11/06/2007|zizah|C|
AP|249|89|11/06/2007|1395043770.0|1395043770.0|P|11/06/2007|zizah|C|
GL|250|2|12/06/2007|2044500.0|2044500.0|P|13/06/2007|zizah|C|
GL|251|27|16/06/2007|4397181210.0|4397181210.0|P|18/06/2007|lhhb|L|
AR|252|6|18/06/2007|6629109.0|6629109.0|P|18/06/2007|lhhb|L|
GL|253|2|18/06/2007|0.57|0.57|P|18/06/2007|lhhb|L|
GL|254|1|18/06/2007|12795918.58|12795918.58|P|19/06/2007|zizah|C|
GL|255|3|22/06/2007|3320521.0|3320521.0|P|22/06/2007|zizah|C|
GL|256|4|22/06/2007|16116428.58|16116428.58|P|22/06/2007|zizah|C|
GL|257|4|23/06/2007|1221254.1|1221254.1|P|23/06/2007|zizah|C|
GL|258|4|23/06/2007|1221254.1|1221254.1|P|23/06/2007|zizah|C|
GL|259|7|23/06/2007|17225657.68|17225657.68|P|25/06/2007|zizah|C|
GL|260|8|28/06/2007|17337145.68|17337145.68|P|28/06/2007|zizah|C|
GL|261|1|28/06/2007|112037.0|112037.0|P|28/06/2007|zizah|C|
GL|262|1|28/06/2007|158400.0|158400.0|P|29/06/2007|zizah|C|
GL|263|38|29/06/2007|221488572.08|221488572.08|P|09/07/2007|zizah|C|
CB|264|1|06/07/2007|1390000.0|1390000.0|P|06/07/2007|zizah|C|
CB|265|1|07/07/2007|10000.0|10000.0|P|07/07/2007|zizah|C|
AR|266|2|09/07/2007|401141590.0|401141590.0|P|09/07/2007|zizah|C|
CB|267|1|09/07/2007|300000.0|300000.0|P|09/07/2007|zizah|C|
AP|268|6|09/07/2007|26972375.0|26972375.0|P|09/07/2007|zizah|C|
AR|269|1996|09/07/2007|3582515262.9|3582515262.9|P|09/07/2007|zizah|C|
AP|270|608|09/07/2007|2985424603.0|2985424603.0|P|09/07/2007|zizah|C|
CB|271|78|09/07/2007|708286368.09|708286368.09|P|09/07/2007|zizah|C|
GL|272|15|10/07/2007|235776292.33|235776292.33|P|11/07/2007|zizah|C|
GL|273|1|11/07/2007|2.0|2.0|P|11/07/2007|zizah|C|
GL|274|31|17/07/2007|228379097.08|228379097.08|P|20/07/2007|zizah|C|
AR|275|1899|20/07/2007|2469520270.2|2469520270.2|P|20/07/2007|zizah|C|
AP|276|557|20/07/2007|1800795991.0|1800795991.0|P|20/07/2007|zizah|C|
CB|277|60|20/07/2007|556411821.07|556411821.07|P|20/07/2007|zizah|C|
AR|278|1|20/07/2007|44330669.0|44330669.0|P|20/07/2007|zizah|C|
GL|279|3|20/07/2007|1190000.0|1190000.0|P|20/07/2007|zizah|C|
AP|280|3|23/07/2007|18133700.0|18133700.0|P|23/07/2007|zizah|C|
CB|281|1|23/07/2007|580000.0|580000.0|P|23/07/2007|zizah|C|
GL|282|2|23/07/2007|10639063.0|10639063.0|P|23/07/2007|zizah|C|
AP|283|1|25/07/2007|4914000.0|4914000.0|P|25/07/2007|zizah|C|
GL|284|2|02/08/2007|1032280.0|1032280.0|P|03/08/2007|zizah|C|
GL|285|1|13/08/2007|4950.0|4950.0|P|13/08/2007|zizah|C|
GL|300|1|29/08/2007|215559502.0|215559502.0|P|29/08/2007|lhhb|C|
GL|301|52|31/08/2007|237030417.08|237030417.08|P|16/11/2007|zizah|C|
AR|302|2441|16/11/2007|4181655416.0|4181655416.0|P|16/11/2007|zizah|C|
AP|303|662|16/11/2007|3273607607.0|3273607607.0|P|16/11/2007|zizah|C|
CB|304|74|16/11/2007|669897403.59|669897403.59|P|16/11/2007|zizah|C|
GL|305|1|21/11/2007|5000.0|5000.0|P|21/11/2007|zizah|C|
AR|306|1|21/11/2007|5000.0|5000.0|P|21/11/2007|zizah|C|
GL|307|2|23/11/2007|1268000.0|1268000.0|P|23/11/2007|zizah|C|
GL|308|26|23/11/2007|214069541.46|214069541.46|P|24/11/2007|zizah|C|
AR|309|2548|24/11/2007|4635260936.2|4635260936.2|P|24/11/2007|zizah|C|
AP|310|649|24/11/2007|2959471973.0|2959471973.0|P|24/11/2007|zizah|C|
CB|311|76|24/11/2007|704648154.16|704648154.16|P|24/11/2007|zizah|C|
GL|312|4|26/11/2007|2624400.0|2624400.0|P|26/11/2007|zizah|C|
CB|313|1|26/11/2007|310805.87|310805.87|P|26/11/2007|zizah|C|
GL|314|30|01/12/2007|325159043.12|325159043.12|P|07/12/2007|zizah|C|
AR|315|2288|07/12/2007|3352287427.2|3352287427.2|P|07/12/2007|zizah|C|
AP|316|578|07/12/2007|2230971358.0|2230971358.0|P|07/12/2007|zizah|C|
CB|317|68|07/12/2007|1913730358.36|1913730358.36|P|07/12/2007|zizah|C|
GL|318|1|08/12/2007|29777402.0|29777402.0|P|08/12/2007|zizah|C|
GL|319|1|11/12/2007|26333264.0|26333264.0|P|14/12/2007|zizah|C|
CB|320|1|14/12/2007|736000.0|736000.0|P|14/12/2007|zizah|C|
GL|321|27|17/12/2007|219909395.04|219909395.04|P|29/12/2007|zizah|C|
AR|322|2|29/12/2007|11026970.0|11026970.0|P|29/12/2007|zizah|C|
AR|323|2142|29/12/2007|3550238760.8|3550238760.8|P|29/12/2007|zizah|C|
AP|324|557|29/12/2007|2367238078.0|2367238078.0|P|29/12/2007|zizah|C|
CB|325|61|29/12/2007|628469334.54|628469334.54|P|29/12/2007|zizah|C|
GL|326|6|02/01/2008|95393479.0|95393479.0|P|02/01/2008|zizah|C|
CB|327|1|02/01/2008|91624654.0|91624654.0|P|02/01/2008|zizah|C|
GL|328|5|03/01/2008|10612663.99|10612663.99|P|04/01/2008|zizah|C|
GL|329|28|14/01/2008|221788638.37|221788638.37|P|15/01/2008|zizah|C|
AR|330|2751|15/01/2008|3732784324.2|3732784324.2|P|15/01/2008|zizah|C|
AP|331|704|15/01/2008|2968476012.6|2968476012.6|P|15/01/2008|zizah|C|
CB|332|78|15/01/2008|1000726018.85|1000726018.85|P|15/01/2008|zizah|C|
GL|333|8|17/01/2008|22843626.0|22843626.0|P|21/01/2008|zizah|C|
AR|334|1|21/01/2008|100869216.0|100869216.0|P|21/01/2008|zizah|C|
AP|335|1|21/01/2008|7682804.0|7682804.0|P|21/01/2008|zizah|C|
CB|336|1|21/01/2008|928220.65|928220.65|P|21/01/2008|zizah|C|
GL|337|2|04/02/2008|1415000.0|1415000.0|P|05/02/2008|zizah|C|
AR|338|2|05/02/2008|74182029.0|74182029.0|P|05/02/2008|zizah|C|
AP|339|2|05/02/2008|2000900.0|2000900.0|P|05/02/2008|zizah|C|
GL|340|23|06/02/2008|220220549.37|220220549.37|P|12/02/2008|zizah|C|
AR|341|2383|12/02/2008|3943700036.8|3943700036.8|P|12/02/2008|zizah|C|
AP|342|594|12/02/2008|2513025373.0|2513025373.0|P|12/02/2008|zizah|C|
CB|343|59|12/02/2008|1166647310.75|1166647310.75|P|12/02/2008|zizah|C|
GL|344|4|13/02/2008|2679879.0|2679879.0|P|14/02/2008|zizah|C|
AP|345|1|14/02/2008|15519250.0|15519250.0|P|14/02/2008|zizah|C|
AR|346|1|14/02/2008|114907135.0|114907135.0|P|14/02/2008|zizah|C|
GL|347|2|15/02/2008|3542672.0|3542672.0|P|16/02/2008|zizah|C|
AP|348|1|16/02/2008|3200000.0|3200000.0|P|16/02/2008|zizah|C|
GL|349|1|19/02/2008|5505228.67|5505228.67|P|19/02/2008|zizah|C|
GL|350|3|25/02/2008|368899.2|368899.2|P|25/02/2008|zizah|C|
AR|351|2|25/02/2008|560000.0|560000.0|P|25/02/2008|zizah|C|
GL|352|3|10/03/2008|8436564.0|8436564.0|P|10/03/2008|zizah|C|
GL|353|24|12/03/2008|194827878.33|194827878.33|P|17/03/2008|zizah|C|
AR|354|2280|17/03/2008|3828273099.0|3828273099.0|P|17/03/2008|zizah|C|
AP|355|664|17/03/2008|3801036723.0|3801036723.0|P|17/03/2008|zizah|C|
