EUR|RP|29/11/2011|12230.3|12127.4|0.0|0.0|0.0|A|SCI|zizah|02/12/2011|zizah|02/12/2011|
USD|RP|29/11/2011|9185.0|9043.0|0.0|0.0|0.0|A|SCI|zizah|02/12/2011|zizah|02/12/2011|
EUR|RP|30/11/2011|12238.29|12127.4|0.0|0.0|0.0|A|SCI|zizah|02/12/2011|zizah|02/12/2011|
USD|RP|30/11/2011|9170.0|9043.0|0.0|0.0|0.0|A|SCI|zizah|02/12/2011|zizah|02/12/2011|
EUR|RP|01/12/2011|12213.43|12127.4|0.0|0.0|0.0|A|SCI|zizah|02/12/2011|zizah|02/12/2011|
USD|RP|01/12/2011|9085.0|9043.0|0.0|0.0|0.0|A|SCI|zizah|02/12/2011|zizah|02/12/2011|
EUR|RP|02/12/2011|12261.29|12127.4|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
USD|RP|02/12/2011|9103.0|9043.0|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
EUR|RP|03/12/2011|12261.29|12127.4|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
USD|RP|03/12/2011|9103.0|9043.0|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
EUR|RP|04/12/2011|12261.29|12127.4|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
USD|RP|04/12/2011|9103.0|9043.0|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
EUR|RP|05/12/2011|12161.61|12191.84|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
USD|RP|05/12/2011|9065.0|9096.0|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
EUR|RP|06/12/2011|12147.16|12191.84|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
USD|RP|06/12/2011|9083.0|9096.0|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
EUR|RP|07/12/2011|12193.94|12191.84|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
USD|RP|07/12/2011|9083.0|9096.0|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
EUR|RP|08/12/2011|12172.54|12191.84|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
USD|RP|08/12/2011|9085.0|9096.0|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
EUR|RP|09/12/2011|12081.51|12191.84|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
USD|RP|09/12/2011|9040.0|9096.0|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
EUR|RP|10/12/2011|12081.51|12191.84|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
USD|RP|10/12/2011|9040.0|9096.0|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
EUR|RP|11/12/2011|12081.51|12191.84|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
USD|RP|11/12/2011|9040.0|9096.0|0.0|0.0|0.0|A|SCI|zizah|12/12/2011|zizah|12/12/2011|
EUR|RP|12/12/2011|12131.21|12094.83|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
USD|RP|12/12/2011|9085.0|9039.0|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
EUR|RP|13/12/2011|11985.63|12094.83|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
