FAM1641|F0067D|MFA01364|05/11/2007|MROAV001|VIAL|05/11/2007|10.0|10.0|NONE|10109|LENY|03/11/2007| ||
FAM1641|F0067D|MFA01364|05/11/2007|MROCK003|BTL|05/11/2007|4.0|4.0|NONE|10108|LENY|03/11/2007| ||
FAM1641|F0067D|MFA01364|05/11/2007|MROGF001|KG|05/11/2007|1.0|1.0|NONE|10112|LENY|03/11/2007| ||
FAM1641|F0067D|MFA01364|05/11/2007|MROIB001|VIAL|05/11/2007|10.0|10.0|NONE|10111|LENY|03/11/2007| ||
FAM1642|F0067D|MFA01365|05/11/2007|MMSNS250|PACK|05/11/2007|10.0|10.0|NONE|10107|LENY|03/11/2007| ||
FAM1643|F0111|MFA01366|07/11/2007|MMEDX250|PACK|07/11/2007|40.0|40.0|NONE|10106|LENY|03/11/2007| ||
FAM1643|F0111|MFA01366|07/11/2007|MMEH1201|VIAL|07/11/2007|38.0|38.0|NONE|10105|LENY|03/11/2007| ||
FAM1643|F0111|MFA01366|07/11/2007|MMEHPC01|VIAL|07/11/2007|35.0|35.0|NONE|10104|LENY|03/11/2007| ||
FAM1643|F0111|MFA01366|07/11/2007|MMESM001|KG|07/11/2007|10.0|10.0|NONE|10103|LENY|03/11/2007| ||
FAM1643|F0111|MFA01366|07/11/2007|MMESP001|PACK|07/11/2007|100.0|100.0|NONE|10102|LENY|03/11/2007| ||
FAM1644|F0092|MFA01367|07/11/2007|MMEDX250|PACK|07/11/2007|2.0|2.0|NONE|10101|LENY|03/11/2007| ||
FAM1644|F0092|MFA01367|07/11/2007|MMEH1201|VIAL|07/11/2007|8.0|8.0|NONE|10100|LENY|03/11/2007| ||
FAM1644|F0092|MFA01367|07/11/2007|MMESM001|KG|07/11/2007|1.0|1.0|NONE|10099|LENY|03/11/2007| ||
FAM1644|F0092|MFA01367|07/11/2007|MMESP001|PACK|07/11/2007|20.0|20.0|NONE|10095|LENY|03/11/2007| ||
FAM1645|F0093A|MFA01368|07/11/2007|MMEDX250|PACK|07/11/2007|8.0|8.0|NONE|10094|LENY|03/11/2007| ||
FAM1645|F0093A|MFA01368|07/11/2007|MMEH1201|VIAL|07/11/2007|9.0|9.0|NONE|10098|LENY|03/11/2007| ||
FAM1645|F0093A|MFA01368|07/11/2007|MMESM001|KG|07/11/2007|1.0|1.0|NONE|10097|LENY|03/11/2007| ||
FAM1646|F0111|MFA01369|07/11/2007|MMEVT100|PACK|07/11/2007|8.0|8.0|NONE|10096|LENY|03/11/2007| ||
FAM1647|F0111|MFA01370|07/11/2007|MROGF001|KG|07/11/2007|6.0|6.0|NONE|10093|LENY|03/11/2007| ||
FAM1647|F0111|MFA01370|07/11/2007|MROIB001|VIAL|07/11/2007|35.0|35.0|NONE|10092|LENY|03/11/2007| ||
FAM1648|F0092|MFA01371|07/11/2007|MROGF001|KG|07/11/2007|2.0|2.0|NONE|10091|LENY|03/11/2007| ||
FAM1648|F0092|MFA01371|07/11/2007|MROGF300|BTL|07/11/2007|5.0|5.0|NONE|10090|LENY|03/11/2007| ||
FAM1648|F0092|MFA01371|07/11/2007|MROIB001|VIAL|07/11/2007|7.0|7.0|NONE|10089|LENY|03/11/2007| ||
FAM1649|F0024|MFA01372|07/11/2007|MROGF001|KG|07/11/2007|1.0|1.0|NONE|10088|LENY|03/11/2007| ||
FAM1650|F0093A|MFA01373|07/11/2007|MROGF300|BTL|07/11/2007|5.0|5.0|NONE|10087|LENY|03/11/2007| ||
FAM1650|F0093A|MFA01373|07/11/2007|MROIB001|VIAL|07/11/2007|8.0|8.0|NONE|10085|LENY|03/11/2007| ||
FAM1651|F0050|MFA01374|07/11/2007|MROGF300|BTL|07/11/2007|10.0|10.0|NONE|10086|LENY|03/11/2007| ||
FAM1652|F0111|MFA01375|07/11/2007|MMCKT001|KG|07/11/2007|4.0|4.0|NONE|10084|LENY|03/11/2007| ||
FAM1653|F0012B|MFA01376|03/11/2007|MMSNS250|PACK|03/11/2007|8.0|8.0|NONE|10075|CHACHA|03/11/2007| ||
FAM1654|F0030D|MFA01377|05/11/2007|MAUFM020|JRG|05/11/2007|1.0|1.0|NONE|10077|CHACHA|05/11/2007| ||
FAM1654|F0030D|MFA01377|05/11/2007|MLGLU001|BTL|05/11/2007|2.0|2.0|NONE|10074|CHACHA|05/11/2007| ||
FAM1654|F0030D|MFA01377|05/11/2007|MSIQN001|BTL|05/11/2007|1.0|1.0|NONE|10073|CHACHA|05/11/2007| ||
FAM1655|F0179|MFA01377|05/11/2007|MAUFM020|JRG|05/11/2007|1.0|1.0|NONE|10076|CHACHA|05/11/2007| ||
FAM1655|F0179|MFA01377|05/11/2007|MSIQN001|BTL|05/11/2007|1.0|1.0|NONE|10078|CHACHA|05/11/2007| ||
FAM1656|F0057C|MFA01378|06/11/2007|MEKTM100|BKS|06/11/2007|8.0|8.0|NONE|10059|AING|06/11/2007| ||
FAM1657|K040|MFA01379|07/11/2007|MRODL001|VIAL|07/11/2007|3.0|3.0|NONE|10037|LENY|06/11/2007| ||
FAM1658|K055|MFA01380|07/11/2007|MRODL001|VIAL|07/11/2007|6.0|6.0|NONE|10036|LENY|06/11/2007| ||
FAM1659|K009|MFA01381|07/11/2007|MRODL001|VIAL|07/11/2007|8.0|8.0|NONE|10035|LENY|06/11/2007| ||
FAM1660|K004|MFA01382|07/11/2007|MRODL001|VIAL|07/11/2007|5.0|5.0|NONE|10034|LENY|06/11/2007| ||
FAM1661|F0068B|MFA01383|07/11/2007|MRODL001|VIAL|07/11/2007|5.0|5.0|NONE|10033|LENY|06/11/2007| ||
FAM1662|F0105A|MFA01384|07/11/2007|MRODL001|VIAL|07/11/2007|24.0|24.0|NONE|10032|LENY|06/11/2007| ||
FAM1663|F0053|MFA01385|07/11/2007|MRODL001|VIAL|07/11/2007|6.0|6.0|NONE|10031|LENY|06/11/2007| ||
FAM1664|F0102|MFA01386|07/11/2007|MRODL001|VIAL|07/11/2007|6.0|6.0|NONE|10030|LENY|06/11/2007| ||
FAM1665|F0048|MFA01387|09/11/2007|MMEDP250|PACK|09/11/2007|8.0|8.0|NONE|10015|TRI|07/11/2007| ||
FAM1665|F0048|MFA01387|09/11/2007|MMEH1201|VIAL|09/11/2007|12.0|12.0|NONE|10020|TRI|07/11/2007| ||
FAM1665|F0048|MFA01387|09/11/2007|MMESM001|KG|09/11/2007|8.0|8.0|NONE|10019|TRI|07/11/2007| ||
FAM1665|F0048|MFA01387|09/11/2007|MMESP250|PACK|09/11/2007|10.0|10.0|NONE|10012|TRI|07/11/2007| ||
FAM1666|F0041|MFA01388|09/11/2007|MMEDP250|PACK|09/11/2007|8.0|8.0|NONE|10011|TRI|07/11/2007| ||
FAM1666|F0041|MFA01388|09/11/2007|MMEH1201|VIAL|09/11/2007|14.0|14.0|NONE|10010|TRI|07/11/2007| ||
FAM1666|F0041|MFA01388|09/11/2007|MMESM001|KG|09/11/2007|6.0|6.0|NONE|10009|TRI|07/11/2007| ||
FAM1666|F0041|MFA01388|09/11/2007|MMESP250|PACK|09/11/2007|16.0|16.0|NONE|10014|TRI|07/11/2007| ||
FAM1667|F0076|MFA01389|09/11/2007|MMEH1201|VIAL|09/11/2007|23.0|23.0|NONE|10013|TRI|07/11/2007| ||
FAM1667|F0076|MFA01389|09/11/2007|MMESM001|KG|09/11/2007|24.0|24.0|NONE|10008|TRI|07/11/2007| ||
FAM1668|F0048|MFA01390|09/11/2007|MROAV001|VIAL|09/11/2007|12.0|12.0|NONE|10007|TRI|07/11/2007| ||
FAM1668|F0048|MFA01390|09/11/2007|MROIB001|VIAL|09/11/2007|12.0|12.0|NONE|10006|TRI|07/11/2007| ||
FAM1669|F0076|MFA01391|09/11/2007|MROAV001|VIAL|09/11/2007|23.0|23.0|NONE|10005|TRI|07/11/2007| ||
FAM1669|F0076|MFA01391|09/11/2007|MROGF001|KG|09/11/2007|6.0|6.0|NONE|10004|TRI|07/11/2007| ||
FAM1669|F0076|MFA01391|09/11/2007|MROIB001|VIAL|09/11/2007|23.0|23.0|NONE|10003|TRI|07/11/2007| ||
FAM1670|F0041|MFA01392|09/11/2007|MROAV001|VIAL|09/11/2007|14.0|14.0|NONE|10002|TRI|07/11/2007| ||
FAM1670|F0041|MFA01392|09/11/2007|MROGF001|KG|09/11/2007|6.0|6.0|NONE|10001|TRI|07/11/2007| ||
FAM1670|F0041|MFA01392|09/11/2007|MROIB001|VIAL|09/11/2007|14.0|14.0|NONE|10000|TRI|07/11/2007| ||
FAM1671|F0010B|MFA01393|09/11/2007|MROIQ001|KG|09/11/2007|2.0|2.0|NONE|9999|TRI|07/11/2007| ||
FAM1672|F0067D|MFA01394|08/11/2007|MRODL001|VIAL|08/11/2007|5.0|5.0|NONE|9998|TRI|07/11/2007| ||
FAM1673|F0165|MFA01395|09/11/2007|MAUFM020|JRG|09/11/2007|1.0|1.0|NONE|9974|AING|07/11/2007| ||
FAM1674|F0165A|MFA01395|09/11/2007|MAUFM020|JRG|09/11/2007|2.0|2.0|NONE|9973|AING|07/11/2007| ||
FAM1676|F0101A|MFA01397|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|10372|YADI|08/11/2007| ||
FAM1677|F0180|MFA01397|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|10998|YADI|08/11/2007| ||
FAM1678|F0181|MFA01397|09/11/2007|MSIQN001|BTL|09/11/2007|2.0|2.0|NONE|10374|YADI|08/11/2007| ||
FAM1679|K034|MFA01397|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|10375|YADI|08/11/2007| ||
FAM1680|F0110|MFA01398|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|9966|YADI|08/11/2007| ||
FAM1681|K042|MFA01398|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|10373|YADI|08/11/2007| ||
FAM1682|K044|MFA01398|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|10371|YADI|08/11/2007| ||
FAM1683|K050|MFA01398|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|9969|YADI|08/11/2007| ||
FAM1684|F0064B|MFA01399|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|9964|YADI|08/11/2007| ||
FAM1685|F0067E|MFA01399|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|9967|YADI|08/11/2007| ||
FAM1686|F0105D|MFA01399|09/11/2007|MSIQN001|BTL|09/11/2007|4.0|4.0|NONE|9965|YADI|08/11/2007| ||
FAM1687|F0070|MFA01400|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|9963|YADI|08/11/2007| ||
FAM1688|F0121|MFA01400|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|9961|YADI|08/11/2007| ||
FAM1689|K061|MFA01400|09/11/2007|MSIQN001|BTL|09/11/2007|1.0|1.0|NONE|9960|YADI|08/11/2007| ||
FAM1690|F0064B|MFA01401|09/11/2007|MLGLU001|BTL|09/11/2007|1.0|1.0|NONE|9955|YADI|08/11/2007| ||
FAM1691|F0067E|MFA01401|09/11/2007|MLGLU001|BTL|09/11/2007|1.0|1.0|NONE|9958|YADI|08/11/2007| ||
FAM1692|F0110|MFA01401|09/11/2007|MLGLU001|BTL|09/11/2007|1.0|1.0|NONE|9959|YADI|08/11/2007| ||
FAM1693|K050|MFA01401|09/11/2007|MLGLU001|BTL|09/11/2007|1.0|1.0|NONE|9962|YADI|08/11/2007| ||
FAM1694|F0070|MFA01402|09/11/2007|MLGLU001|BTL|09/11/2007|3.0|3.0|NONE|9956|YADI|08/11/2007| ||
FAM1695|F0121|MFA01402|09/11/2007|MLGLU001|BTL|09/11/2007|3.0|3.0|NONE|9954|YADI|08/11/2007| ||
FAM1696|K061|MFA01402|09/11/2007|MLGLU001|BTL|09/11/2007|1.0|1.0|NONE|9957|YADI|08/11/2007| ||
FAM1697|F0180|MFA01403|09/11/2007|MMEH1201|VIAL|09/11/2007|6.0|6.0|NONE|9953|TRI|08/11/2007| ||
FAM1697|F0180|MFA01403|09/11/2007|MMEVT100|PACK|09/11/2007|10.0|10.0|NONE|9952|TRI|08/11/2007| ||
FAM1697|F0180|MFA01403|09/11/2007|MMSNS250|PACK|09/11/2007|8.0|8.0|NONE|9951|TRI|08/11/2007| ||
FAM1698|F0101A|MFA01404|09/11/2007|MMEH1201|VIAL|09/11/2007|4.0|4.0|NONE|9950|TRI|08/11/2007| ||
FAM1698|F0101A|MFA01404|09/11/2007|MMEVT100|PACK|09/11/2007|10.0|10.0|NONE|9949|TRI|08/11/2007| ||
FAM1698|F0101A|MFA01404|09/11/2007|MMSNS250|PACK|09/11/2007|8.0|8.0|NONE|9948|TRI|08/11/2007| ||
FAM1699|F0101|MFA01405|09/11/2007|MMEH1201|VIAL|09/11/2007|2.0|2.0|NONE|9945|TRI|08/11/2007| ||
FAM1699|F0101|MFA01405|09/11/2007|MMEVT100|PACK|09/11/2007|5.0|5.0|NONE|9944|TRI|08/11/2007| ||
FAM1699|F0101|MFA01405|09/11/2007|MMSNS250|PACK|09/11/2007|4.0|4.0|NONE|9943|TRI|08/11/2007| ||
FAM1700|F0181|MFA01406|09/11/2007|MMEH1201|VIAL|09/11/2007|15.0|15.0|NONE|9942|TRI|08/11/2007| ||
FAM1700|F0181|MFA01406|09/11/2007|MMESP250|PACK|09/11/2007|30.0|30.0|NONE|9947|TRI|08/11/2007| ||
FAM1700|F0181|MFA01406|09/11/2007|MMSNS250|PACK|09/11/2007|30.0|30.0|NONE|9946|TRI|08/11/2007| ||
FAM1701|F0064B|MFA01407|09/11/2007|MMEH1201|VIAL|09/11/2007|4.0|4.0|NONE|9941|TRI|08/11/2007| ||
FAM1701|F0064B|MFA01407|09/11/2007|MMEVT100|PACK|09/11/2007|2.0|2.0|NONE|9940|TRI|08/11/2007| ||
FAM1701|F0064B|MFA01407|09/11/2007|MMSNS250|PACK|09/11/2007|1.0|1.0|NONE|9939|TRI|08/11/2007| ||
FAM1702|F0121|MFA01408|09/11/2007|MMEH1201|VIAL|09/11/2007|7.0|7.0|NONE|9938|TRI|08/11/2007| ||
FAM1702|F0121|MFA01408|09/11/2007|MMESM001|KG|09/11/2007|1.0|1.0|NONE|9937|TRI|08/11/2007| ||
FAM1702|F0121|MFA01408|09/11/2007|MMEVT100|PACK|09/11/2007|3.0|3.0|NONE|9936|TRI|08/11/2007| ||
FAM1702|F0121|MFA01408|09/11/2007|MMSNS250|PACK|09/11/2007|5.0|5.0|NONE|9935|TRI|08/11/2007| ||
FAM1703|F0182|MFA01409|09/11/2007|MMEH1201|VIAL|09/11/2007|3.0|3.0|NONE|9934|TRI|08/11/2007| ||
FAM1703|F0182|MFA01409|09/11/2007|MMEVT100|PACK|09/11/2007|5.0|5.0|NONE|9933|TRI|08/11/2007| ||
FAM1703|F0182|MFA01409|09/11/2007|MMSNS250|PACK|09/11/2007|6.0|6.0|NONE|9932|TRI|08/11/2007| ||
FAM1704|F0070|MFA01410|09/11/2007|MMEH1201|VIAL|09/11/2007|8.0|8.0|NONE|9929|TRI|08/11/2007| ||
FAM1704|F0070|MFA01410|09/11/2007|MMESM001|KG|09/11/2007|1.0|1.0|NONE|9928|TRI|08/11/2007| ||
FAM1704|F0070|MFA01410|09/11/2007|MMEVT100|PACK|09/11/2007|5.0|5.0|NONE|9930|TRI|08/11/2007| ||
FAM1704|F0070|MFA01410|09/11/2007|MMSNS250|PACK|09/11/2007|5.0|5.0|NONE|9931|TRI|08/11/2007| ||
FAM1705|F0082|MFA01411|09/11/2007|MMESP250|PACK|09/11/2007|4.0|4.0|NONE|9927|TRI|08/11/2007| ||
FAM1705|F0082|MFA01411|09/11/2007|MMSNS250|PACK|09/11/2007|3.0|3.0|NONE|9925|TRI|08/11/2007| ||
FAM1706|F0067A|MFA01412|09/11/2007|MMEVT100|PACK|09/11/2007|10.0|10.0|NONE|9926|TRI|08/11/2007| ||
FAM1707|K034|MFA01413|09/11/2007|MMSNS250|PACK|09/11/2007|5.0|5.0|NONE|9924|TRI|08/11/2007| ||
FAM1708|K046|MFA01414|09/11/2007|MMSNS250|PACK|09/11/2007|3.0|3.0|NONE|9923|TRI|08/11/2007| ||
FAM1709|K044|MFA01415|09/11/2007|MMSNS250|PACK|09/11/2007|3.0|3.0|NONE|9922|TRI|08/11/2007| ||
FAM1710|K042|MFA01416|09/11/2007|MMSNS250|PACK|09/11/2007|2.0|2.0|NONE|9921|TRI|08/11/2007| ||
FAM1711|F0110|MFA01417|09/11/2007|MMSNS250|PACK|09/11/2007|4.0|4.0|NONE|9919|TRI|08/11/2007| ||
FAM1712|F0067E|MFA01418|09/11/2007|MMSNS250|PACK|09/11/2007|10.0|10.0|NONE|9920|TRI|08/11/2007| ||
FAM1713|K061|MFA01419|09/11/2007|MMSNS250|PACK|09/11/2007|6.0|6.0|NONE|9918|TRI|08/11/2007| ||
FAM1714|F0180|MFA01420|09/11/2007|MROAMP20|KG|09/11/2007|1.0|1.0|NONE|9917|TRI|08/11/2007| ||
FAM1714|F0180|MFA01420|09/11/2007|MROCK003|BTL|09/11/2007|2.0|2.0|NONE|9916|TRI|08/11/2007| ||
FAM1715|F0101A|MFA01421|09/11/2007|MROAMP20|KG|09/11/2007|1.0|1.0|NONE|9915|TRI|08/11/2007| ||
FAM1715|F0101A|MFA01421|09/11/2007|MROCK003|BTL|09/11/2007|1.0|1.0|NONE|9914|TRI|08/11/2007| ||
FAM1716|F0101|MFA01422|09/11/2007|MROAMP20|KG|09/11/2007|1.0|1.0|NONE|9913|TRI|08/11/2007| ||
FAM1716|F0101|MFA01422|09/11/2007|MROCK003|BTL|09/11/2007|1.0|1.0|NONE|9912|TRI|08/11/2007| ||
FAM1717|K034|MFA01423|09/11/2007|MROAMP20|KG|09/11/2007|2.0|2.0|NONE|9909|TRI|08/11/2007| ||
FAM1717|K034|MFA01423|09/11/2007|MROAV001|VIAL|09/11/2007|10.0|10.0|NONE|9908|TRI|08/11/2007| ||
FAM1717|K034|MFA01423|09/11/2007|MRODL001|VIAL|09/11/2007|5.0|5.0|NONE|9911|TRI|08/11/2007| ||
FAM1718|K046|MFA01424|09/11/2007|MROAMP20|KG|09/11/2007|1.0|1.0|NONE|9910|TRI|08/11/2007| ||
FAM1718|K046|MFA01424|09/11/2007|MROAV001|VIAL|09/11/2007|6.0|6.0|NONE|9907|TRI|08/11/2007| ||
FAM1718|K046|MFA01424|09/11/2007|MROCK001|BTL|09/11/2007|1.0|1.0|NONE|9906|TRI|08/11/2007| ||
FAM1718|K046|MFA01424|09/11/2007|MRODL001|VIAL|09/11/2007|3.0|3.0|NONE|9901|TRI|08/11/2007| ||
FAM1719|K042|MFA01425|09/11/2007|MROAMP20|KG|09/11/2007|1.0|1.0|NONE|9900|TRI|08/11/2007| ||
FAM1719|K042|MFA01425|09/11/2007|MROAV001|VIAL|09/11/2007|4.0|4.0|NONE|9903|TRI|08/11/2007| ||
FAM1719|K042|MFA01425|09/11/2007|MRODL001|VIAL|09/11/2007|2.0|2.0|NONE|9902|TRI|08/11/2007| ||
FAM1720|F0067E|MFA01426|09/11/2007|MROAMP20|KG|09/11/2007|1.0|1.0|NONE|9905|TRI|08/11/2007| ||
FAM1720|F0067E|MFA01426|09/11/2007|MROAV001|VIAL|09/11/2007|10.0|10.0|NONE|9904|TRI|08/11/2007| ||
FAM1720|F0067E|MFA01426|09/11/2007|MROCK003|BTL|09/11/2007|3.0|3.0|NONE|9899|TRI|08/11/2007| ||
FAM1720|F0067E|MFA01426|09/11/2007|MRODL001|VIAL|09/11/2007|10.0|10.0|NONE|9898|TRI|08/11/2007| ||
FAM1721|F0121|MFA01427|09/11/2007|MROAMP20|KG|09/11/2007|4.0|4.0|NONE|9897|TRI|08/11/2007| ||
FAM1721|F0121|MFA01427|09/11/2007|MROAV001|VIAL|09/11/2007|7.0|7.0|NONE|9896|TRI|08/11/2007| ||
FAM1722|F0182|MFA01428|09/11/2007|MROAMP20|KG|09/11/2007|1.0|1.0|NONE|9895|TRI|08/11/2007| ||
FAM1722|F0182|MFA01428|09/11/2007|MROCK003|BTL|09/11/2007|1.0|1.0|NONE|9894|TRI|08/11/2007| ||
FAM1723|K044|MFA01429|09/11/2007|MROAV001|VIAL|09/11/2007|4.0|4.0|NONE|9893|TRI|08/11/2007| ||
FAM1723|K044|MFA01429|09/11/2007|MRODL001|VIAL|09/11/2007|3.0|3.0|NONE|9891|TRI|08/11/2007| ||
FAM1724|K050|MFA01430|09/11/2007|MROAV001|VIAL|09/11/2007|6.0|6.0|NONE|9892|TRI|08/11/2007| ||
FAM1724|K050|MFA01430|09/11/2007|MRODL001|VIAL|09/11/2007|3.0|3.0|NONE|9890|TRI|08/11/2007| ||
FAM1725|F0110|MFA01431|09/11/2007|MROAV001|VIAL|09/11/2007|5.0|5.0|NONE|9889|TRI|08/11/2007| ||
FAM1725|F0110|MFA01431|09/11/2007|MRODL001|VIAL|09/11/2007|5.0|5.0|NONE|9888|TRI|08/11/2007| ||
FAM1726|F0105D|MFA01432|09/11/2007|MROAV001|VIAL|09/11/2007|32.0|32.0|NONE|9887|TRI|08/11/2007| ||
FAM1726|F0105D|MFA01432|09/11/2007|MROCK001|BTL|09/11/2007|3.0|3.0|NONE|9886|TRI|08/11/2007| ||
FAM1726|F0105D|MFA01432|09/11/2007|MRODL001|VIAL|09/11/2007|16.0|16.0|NONE|9885|TRI|08/11/2007| ||
FAM1727|F0082|MFA01433|09/11/2007|MROAV001|VIAL|09/11/2007|5.0|5.0|NONE|9884|TRI|08/11/2007| ||
FAM1727|F0082|MFA01433|09/11/2007|MROCK003|BTL|09/11/2007|2.0|2.0|NONE|9883|TRI|08/11/2007| ||
FAM1727|F0082|MFA01433|09/11/2007|MRODL001|VIAL|09/11/2007|5.0|5.0|NONE|9882|TRI|08/11/2007| ||
FAM1728|F0064B|MFA01434|09/11/2007|MROAV001|VIAL|09/11/2007|4.0|4.0|NONE|9881|TRI|08/11/2007| ||
FAM1728|F0064B|MFA01434|09/11/2007|MROCK001|BTL|09/11/2007|1.0|1.0|NONE|9880|TRI|08/11/2007| ||
FAM1729|K061|MFA01435|09/11/2007|MROAV001|VIAL|09/11/2007|7.0|7.0|NONE|9879|TRI|08/11/2007| ||
FAM1729|K061|MFA01435|09/11/2007|MRODL001|VIAL|09/11/2007|4.0|4.0|NONE|9878|TRI|08/11/2007| ||
FAM1730|F0070|MFA01436|09/11/2007|MROAV001|VIAL|09/11/2007|7.0|7.0|NONE|9876|TRI|08/11/2007| ||
FAM1731|F0181|MFA01437|09/11/2007|MROCK001|BTL|09/11/2007|2.0|2.0|NONE|9877|TRI|08/11/2007| ||
FAM1731|F0181|MFA01437|09/11/2007|MROCK003|BTL|09/11/2007|5.0|5.0|NONE|9873|TRI|08/11/2007| ||
FAM1732|F0176|MFA01438|09/11/2007|MROCK003|BTL|09/11/2007|1.0|1.0|NONE|9872|TRI|08/11/2007| ||
FAM1733|F0180|MFA01439|09/11/2007|MROGF001|KG|09/11/2007|1.0|1.0|NONE|9875|TRI|08/11/2007| ||
FAM1733|F0180|MFA01439|09/11/2007|MROIB001|VIAL|09/11/2007|5.0|5.0|NONE|9874|TRI|08/11/2007| ||
FAM1734|K034|MFA01440|09/11/2007|MROGF001|KG|09/11/2007|2.0|2.0|NONE|9871|TRI|08/11/2007| ||
FAM1734|K034|MFA01440|09/11/2007|MROIB001|VIAL|09/11/2007|5.0|5.0|NONE|9870|TRI|08/11/2007| ||
FAM1735|K046|MFA01441|09/11/2007|MROGF001|KG|09/11/2007|1.0|1.0|NONE|9869|TRI|08/11/2007| ||
FAM1735|K046|MFA01441|09/11/2007|MROIB001|VIAL|09/11/2007|3.0|3.0|NONE|9868|TRI|08/11/2007| ||
FAM1736|K044|MFA01442|09/11/2007|MROGF001|KG|09/11/2007|1.0|1.0|NONE|9867|TRI|08/11/2007| ||
FAM1736|K044|MFA01442|09/11/2007|MROIB001|VIAL|09/11/2007|2.0|2.0|NONE|9866|TRI|08/11/2007| ||
FAM1737|K042|MFA01443|09/11/2007|MROGF001|KG|09/11/2007|1.0|1.0|NONE|9865|TRI|08/11/2007| ||
FAM1737|K042|MFA01443|09/11/2007|MROIB001|VIAL|09/11/2007|2.0|2.0|NONE|9864|TRI|08/11/2007| ||
FAM1738|K050|MFA01444|09/11/2007|MROGF001|KG|09/11/2007|2.0|2.0|NONE|9861|TRI|08/11/2007| ||
FAM1738|K050|MFA01444|09/11/2007|MROIB001|VIAL|09/11/2007|3.0|3.0|NONE|9860|TRI|08/11/2007| ||
FAM1739|F0110|MFA01445|09/11/2007|MROGF001|KG|09/11/2007|2.0|2.0|NONE|9863|TRI|08/11/2007| ||
FAM1739|F0110|MFA01445|09/11/2007|MROIB001|VIAL|09/11/2007|5.0|5.0|NONE|9857|TRI|08/11/2007| ||
FAM1740|F0105D|MFA01446|09/11/2007|MROGF001|KG|09/11/2007|1.0|1.0|NONE|9856|TRI|08/11/2007| ||
FAM1740|F0105D|MFA01446|09/11/2007|MROGF300|BTL|09/11/2007|10.0|10.0|NONE|9859|TRI|08/11/2007| ||
FAM1740|F0105D|MFA01446|09/11/2007|MROIB001|VIAL|09/11/2007|15.0|15.0|NONE|9858|TRI|08/11/2007| ||
FAM1741|F0082|MFA01447|09/11/2007|MROGF001|KG|09/11/2007|2.0|2.0|NONE|9852|TRI|08/11/2007| ||
FAM1741|F0082|MFA01447|09/11/2007|MROIB001|VIAL|09/11/2007|5.0|5.0|NONE|9853|TRI|08/11/2007| ||
FAM1742|F0067E|MFA01448|09/11/2007|MROGF001|KG|09/11/2007|2.0|2.0|NONE|9854|TRI|08/11/2007| ||
FAM1742|F0067E|MFA01448|09/11/2007|MROIB001|VIAL|09/11/2007|10.0|10.0|NONE|9855|TRI|08/11/2007| ||
FAM1743|K061|MFA01449|09/11/2007|MROGF001|KG|09/11/2007|1.0|1.0|NONE|9851|TRI|08/11/2007| ||
FAM1743|K061|MFA01449|09/11/2007|MROGF300|BTL|09/11/2007|2.0|2.0|NONE|9850|TRI|08/11/2007| ||
FAM1743|K061|MFA01449|09/11/2007|MROIB001|VIAL|09/11/2007|3.0|3.0|NONE|9849|TRI|08/11/2007| ||
FAM1744|F0064B|MFA01450|09/11/2007|MROGF300|BTL|09/11/2007|2.0|2.0|NONE|9848|TRI|08/11/2007| ||
FAM1744|F0064B|MFA01450|09/11/2007|MROIB001|VIAL|09/11/2007|4.0|4.0|NONE|9847|TRI|08/11/2007| ||
FAM1745|F0121|MFA01451|09/11/2007|MROGF300|BTL|09/11/2007|4.0|4.0|NONE|9846|TRI|08/11/2007| ||
FAM1745|F0121|MFA01451|09/11/2007|MROIB001|VIAL|09/11/2007|6.0|6.0|NONE|9845|TRI|08/11/2007| ||
FAM1746|F0070|MFA01452|09/11/2007|MROIB001|VIAL|09/11/2007|6.0|6.0|NONE|9838|TRI|08/11/2007| ||
FAM1747|F0101A|MFA01453|09/11/2007|MROIB001|VIAL|09/11/2007|4.0|4.0|NONE|9837|TRI|08/11/2007| ||
FAM1748|F0101|MFA01454|09/11/2007|MROIB001|VIAL|09/11/2007|2.0|2.0|NONE|9836|TRI|08/11/2007| ||
FAM1749|F0181|MFA01455|09/11/2007|MROIB001|VIAL|09/11/2007|15.0|15.0|NONE|9843|TRI|08/11/2007| ||
FAM1750|F0182|MFA01456|09/11/2007|MROIB001|VIAL|09/11/2007|3.0|3.0|NONE|9842|TRI|08/11/2007| ||
FAM1751|F0124|MFA01457|09/11/2007|MMEDP250|PACK|09/11/2007|6.0|6.0|NONE|9841|TRI|08/11/2007| ||
