FAM1876|F0188|MFA01563|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|9294|CHACHA|15/11/2007| ||
FAM1877|F0189|MFA01563|16/11/2007|MLGLU001|BTL|16/11/2007|2.0|2.0|NONE|9297|CHACHA|15/11/2007| ||
FAM1877|F0189|MFA01563|16/11/2007|MSIQN001|BTL|16/11/2007|2.0|2.0|NONE|9295|CHACHA|15/11/2007| ||
FAM1878|F0030D|MFA01564|16/11/2007|MROIT001|LTR|16/11/2007|4.0|4.0|NONE|9293|TRI|15/11/2007| ||
FAM1879|F0155|MFA01565|16/11/2007|MMSNS250|PACK|16/11/2007|4.0|4.0|NONE|9292|TRI|15/11/2007| ||
FAM1880|F0185|MFA01566|16/11/2007|MFSAI250|BTL|16/11/2007|4.0|4.0|NONE|9287|LENY|15/11/2007| ||
FAM1881|F0186|MFA01567|16/11/2007|MFSAI250|BTL|16/11/2007|4.0|4.0|NONE|9290|LENY|15/11/2007| ||
FAM1882|F0186A|MFA01568|16/11/2007|MFSAI250|BTL|16/11/2007|3.0|3.0|NONE|9289|LENY|15/11/2007| ||
FAM1883|F0155|MFA01569|15/11/2007|MMEDP250|PACK|15/11/2007|4.0|4.0|NONE|9249|AING|15/11/2007| ||
FAM1884|F0185|MFA01570|16/11/2007|MROAMP20|KG|16/11/2007|2.0|2.0|NONE|9173|TRI|15/11/2007| ||
FAM1884|F0185|MFA01570|16/11/2007|MROAV001|VIAL|16/11/2007|4.0|4.0|NONE|9172|TRI|15/11/2007| ||
FAM1885|K035|MFA01571|16/11/2007|MROAMP20|KG|16/11/2007|3.0|3.0|NONE|9171|TRI|15/11/2007| ||
FAM1885|K035|MFA01571|16/11/2007|MROAV001|VIAL|16/11/2007|20.0|20.0|NONE|9170|TRI|15/11/2007| ||
FAM1885|K035|MFA01571|16/11/2007|MRODL001|VIAL|16/11/2007|10.0|10.0|NONE|9169|TRI|15/11/2007| ||
FAM1886|K062|MFA01572|16/11/2007|MROAMP20|KG|16/11/2007|1.0|1.0|NONE|9168|TRI|15/11/2007| ||
FAM1886|K062|MFA01572|16/11/2007|MROAV001|VIAL|16/11/2007|8.0|8.0|NONE|9166|TRI|15/11/2007| ||
FAM1886|K062|MFA01572|16/11/2007|MRODL001|VIAL|16/11/2007|4.0|4.0|NONE|9167|TRI|15/11/2007| ||
FAM1887|F0072A|MFA01573|16/11/2007|MROAMP20|KG|16/11/2007|1.0|1.0|NONE|9163|TRI|15/11/2007| ||
FAM1887|F0072A|MFA01573|16/11/2007|MROAV001|VIAL|16/11/2007|4.0|4.0|NONE|9162|TRI|15/11/2007| ||
FAM1888|F0122|MFA01574|16/11/2007|MROAMP20|KG|16/11/2007|1.0|1.0|NONE|9161|TRI|15/11/2007| ||
FAM1888|F0122|MFA01574|16/11/2007|MROAV001|VIAL|16/11/2007|5.0|5.0|NONE|9165|TRI|15/11/2007| ||
FAM1888|F0122|MFA01574|16/11/2007|MROCK001|BTL|16/11/2007|1.0|1.0|NONE|9164|TRI|15/11/2007| ||
FAM1889|F0105B|MFA01575|16/11/2007|MROAMP20|KG|16/11/2007|2.0|2.0|NONE|9156|TRI|15/11/2007| ||
FAM1889|F0105B|MFA01575|16/11/2007|MROAV001|VIAL|16/11/2007|7.0|7.0|NONE|9155|TRI|15/11/2007| ||
FAM1889|F0105B|MFA01575|16/11/2007|MROCK001|BTL|16/11/2007|1.0|1.0|NONE|9160|TRI|15/11/2007| ||
FAM1890|F0187|MFA01576|16/11/2007|MROAV001|VIAL|16/11/2007|4.0|4.0|NONE|9159|TRI|15/11/2007| ||
FAM1890|F0187|MFA01576|16/11/2007|MROCK001|BTL|16/11/2007|1.0|1.0|NONE|9158|TRI|15/11/2007| ||
FAM1890|F0187|MFA01576|16/11/2007|MROCK003|BTL|16/11/2007|1.0|1.0|NONE|9157|TRI|15/11/2007| ||
FAM1890|F0187|MFA01576|16/11/2007|MRODL001|VIAL|16/11/2007|4.0|4.0|NONE|9154|TRI|15/11/2007| ||
FAM1891|K027|MFA01577|16/11/2007|MROAV001|VIAL|16/11/2007|4.0|4.0|NONE|9153|TRI|15/11/2007| ||
FAM1891|K027|MFA01577|16/11/2007|MRODL001|VIAL|16/11/2007|2.0|2.0|NONE|9152|TRI|15/11/2007| ||
FAM1892|K024|MFA01578|16/11/2007|MROAV001|VIAL|16/11/2007|5.0|5.0|NONE|9151|TRI|15/11/2007| ||
FAM1892|K024|MFA01578|16/11/2007|MRODL001|VIAL|16/11/2007|2.0|2.0|NONE|9150|TRI|15/11/2007| ||
FAM1893|F0054|MFA01579|16/11/2007|MROAV001|VIAL|16/11/2007|4.0|4.0|NONE|9149|TRI|15/11/2007| ||
FAM1893|F0054|MFA01579|16/11/2007|MROCK003|BTL|16/11/2007|1.0|1.0|NONE|9148|TRI|15/11/2007| ||
FAM1893|F0054|MFA01579|16/11/2007|MRODL001|VIAL|16/11/2007|4.0|4.0|NONE|9147|TRI|15/11/2007| ||
FAM1894|F0068A|MFA01580|16/11/2007|MROAV001|VIAL|16/11/2007|10.0|10.0|NONE|9146|TRI|15/11/2007| ||
FAM1894|F0068A|MFA01580|16/11/2007|MRODL001|VIAL|16/11/2007|5.0|5.0|NONE|9143|TRI|15/11/2007| ||
FAM1895|F0067F|MFA01581|16/11/2007|MROAV001|VIAL|16/11/2007|10.0|10.0|NONE|9142|TRI|15/11/2007| ||
FAM1895|F0067F|MFA01581|16/11/2007|MROCK003|BTL|16/11/2007|4.0|4.0|NONE|9145|TRI|15/11/2007| ||
FAM1895|F0067F|MFA01581|16/11/2007|MRODL001|VIAL|16/11/2007|10.0|10.0|NONE|9144|TRI|15/11/2007| ||
FAM1896|F0104D|MFA01582|16/11/2007|MROAV001|VIAL|16/11/2007|5.0|5.0|NONE|9139|TRI|15/11/2007| ||
FAM1896|F0104D|MFA01582|16/11/2007|MROCK003|BTL|16/11/2007|2.0|2.0|NONE|9138|TRI|15/11/2007| ||
FAM1896|F0104D|MFA01582|16/11/2007|MRODL001|VIAL|16/11/2007|5.0|5.0|NONE|9135|TRI|15/11/2007| ||
FAM1897|F0186|MFA01583|16/11/2007|MROAV001|VIAL|16/11/2007|3.0|3.0|NONE|9134|TRI|15/11/2007| ||
FAM1897|F0186|MFA01583|16/11/2007|MRODL001|VIAL|16/11/2007|7.0|7.0|NONE|9141|TRI|15/11/2007| ||
FAM1898|F0186A|MFA01584|16/11/2007|MROAV001|VIAL|16/11/2007|3.0|3.0|NONE|9140|TRI|15/11/2007| ||
FAM1898|F0186A|MFA01584|16/11/2007|MRODL001|VIAL|16/11/2007|7.0|7.0|NONE|9137|TRI|15/11/2007| ||
FAM1899|F0120|MFA01585|16/11/2007|MROAV001|VIAL|16/11/2007|18.0|18.0|NONE|9136|TRI|15/11/2007| ||
FAM1900|F0052A|MFA01586|16/11/2007|MROCK003|BTL|16/11/2007|1.0|1.0|NONE|9131|TRI|15/11/2007| ||
FAM1901|F0137A|MFA01587|16/11/2007|MROCK003|BTL|16/11/2007|1.0|1.0|NONE|9130|TRI|15/11/2007| ||
FAM1902|K027|MFA01588|16/11/2007|MROGF001|KG|16/11/2007|1.0|1.0|NONE|9103|TRI|15/11/2007| ||
FAM1902|K027|MFA01588|16/11/2007|MROIB001|VIAL|16/11/2007|2.0|2.0|NONE|9099|TRI|15/11/2007| ||
FAM1903|K024|MFA01589|16/11/2007|MROGF001|KG|16/11/2007|1.0|1.0|NONE|9101|TRI|15/11/2007| ||
FAM1903|K024|MFA01589|16/11/2007|MROIB001|VIAL|16/11/2007|2.0|2.0|NONE|9102|TRI|15/11/2007| ||
FAM1904|K035|MFA01590|16/11/2007|MROGF001|KG|16/11/2007|4.0|4.0|NONE|9100|TRI|15/11/2007| ||
FAM1904|K035|MFA01590|16/11/2007|MROIB001|VIAL|16/11/2007|10.0|10.0|NONE|9098|TRI|15/11/2007| ||
FAM1905|K062|MFA01591|16/11/2007|MROGF001|KG|16/11/2007|2.0|2.0|NONE|9097|TRI|15/11/2007| ||
FAM1905|K062|MFA01591|16/11/2007|MROGF300|BTL|16/11/2007|3.0|3.0|NONE|9096|TRI|15/11/2007| ||
FAM1905|K062|MFA01591|16/11/2007|MROIB001|VIAL|16/11/2007|4.0|4.0|NONE|9095|TRI|15/11/2007| ||
FAM1906|F0068A|MFA01592|16/11/2007|MROGF001|KG|16/11/2007|1.0|1.0|NONE|9094|TRI|15/11/2007| ||
FAM1906|F0068A|MFA01592|16/11/2007|MROIB001|VIAL|16/11/2007|5.0|5.0|NONE|9089|TRI|15/11/2007| ||
FAM1907|F0122|MFA01593|16/11/2007|MROGF001|KG|16/11/2007|1.0|1.0|NONE|9093|TRI|15/11/2007| ||
FAM1907|F0122|MFA01593|16/11/2007|MROIB001|VIAL|16/11/2007|5.0|5.0|NONE|9091|TRI|15/11/2007| ||
FAM1908|F0067F|MFA01594|16/11/2007|MROGF001|KG|16/11/2007|1.0|1.0|NONE|9092|TRI|15/11/2007| ||
FAM1908|F0067F|MFA01594|16/11/2007|MROIB001|VIAL|16/11/2007|10.0|10.0|NONE|9090|TRI|15/11/2007| ||
FAM1909|F0104D|MFA01595|16/11/2007|MROGF001|KG|16/11/2007|1.0|1.0|NONE|9088|TRI|15/11/2007| ||
FAM1909|F0104D|MFA01595|16/11/2007|MROIB001|VIAL|16/11/2007|5.0|5.0|NONE|9087|TRI|15/11/2007| ||
FAM1910|F0186|MFA01596|16/11/2007|MROGF001|KG|16/11/2007|1.0|1.0|NONE|9083|TRI|15/11/2007| ||
FAM1910|F0186|MFA01596|16/11/2007|MROIB001|VIAL|16/11/2007|3.0|3.0|NONE|9085|TRI|15/11/2007| ||
FAM1911|F0186A|MFA01597|16/11/2007|MROGF001|KG|16/11/2007|1.0|1.0|NONE|9086|TRI|15/11/2007| ||
FAM1911|F0186A|MFA01597|16/11/2007|MROIB001|VIAL|16/11/2007|3.0|3.0|NONE|9084|TRI|15/11/2007| ||
FAM1912|F0120|MFA01598|16/11/2007|MROGF001|KG|16/11/2007|2.0|2.0|NONE|9082|TRI|15/11/2007| ||
FAM1912|F0120|MFA01598|16/11/2007|MROGF300|BTL|16/11/2007|12.0|12.0|NONE|9080|TRI|15/11/2007| ||
FAM1912|F0120|MFA01598|16/11/2007|MROIB001|VIAL|16/11/2007|17.0|17.0|NONE|9081|TRI|15/11/2007| ||
FAM1913|F0072A|MFA01599|16/11/2007|MROGF300|BTL|16/11/2007|3.0|3.0|NONE|9079|TRI|15/11/2007| ||
FAM1913|F0072A|MFA01599|16/11/2007|MROIB001|VIAL|16/11/2007|4.0|4.0|NONE|9077|TRI|15/11/2007| ||
FAM1914|F0185|MFA01600|16/11/2007|MROIB001|VIAL|16/11/2007|3.0|3.0|NONE|9076|TRI|15/11/2007| ||
FAM1914|F0185|MFA01600|16/11/2007|MROREV01|LTR|16/11/2007|1.0|1.0|NONE|9078|TRI|15/11/2007| ||
FAM1915|F0187|MFA01601|16/11/2007|MROIB001|VIAL|16/11/2007|3.0|3.0|NONE|9075|TRI|15/11/2007| ||
FAM1916|F0054|MFA01602|16/11/2007|MROIB001|VIAL|16/11/2007|4.0|4.0|NONE|9074|TRI|15/11/2007| ||
FAM1917|F0052A|MFA01603|16/11/2007|MROIB001|VIAL|16/11/2007|2.0|2.0|NONE|9073|TRI|15/11/2007| ||
FAM1918|F0137A|MFA01604|16/11/2007|MROIB001|VIAL|16/11/2007|3.0|3.0|NONE|9072|TRI|15/11/2007| ||
FAM1919|F0105B|MFA01605|16/11/2007|MROIB001|VIAL|16/11/2007|7.0|7.0|NONE|9071|TRI|15/11/2007| ||
FAM1920|K039|MFA01606|16/11/2007|MROREV01|LTR|16/11/2007|1.0|1.0|NONE|9070|TRI|15/11/2007| ||
FAM1921|F0185|MFA01607|16/11/2007|MMEH1201|VIAL|16/11/2007|4.0|4.0|NONE|9061|TRI|15/11/2007| ||
FAM1921|F0185|MFA01607|16/11/2007|MMESM001|KG|16/11/2007|1.0|1.0|NONE|9060|TRI|15/11/2007| ||
FAM1921|F0185|MFA01607|16/11/2007|MMEVT100|PACK|16/11/2007|2.0|2.0|NONE|9058|TRI|15/11/2007| ||
FAM1921|F0185|MFA01607|16/11/2007|MMSNS250|PACK|16/11/2007|2.0|2.0|NONE|9059|TRI|15/11/2007| ||
FAM1922|F0072A|MFA01608|16/11/2007|MMEH1201|VIAL|16/11/2007|4.0|4.0|NONE|9053|TRI|15/11/2007| ||
FAM1922|F0072A|MFA01608|16/11/2007|MMEVT100|PACK|16/11/2007|10.0|10.0|NONE|9052|TRI|15/11/2007| ||
FAM1922|F0072A|MFA01608|16/11/2007|MMSNS250|PACK|16/11/2007|8.0|8.0|NONE|9055|TRI|15/11/2007| ||
FAM1923|F0052A|MFA01609|16/11/2007|MMEH1201|VIAL|16/11/2007|2.0|2.0|NONE|9054|TRI|15/11/2007| ||
FAM1923|F0052A|MFA01609|16/11/2007|MMEVT100|PACK|16/11/2007|5.0|5.0|NONE|9057|TRI|15/11/2007| ||
FAM1923|F0052A|MFA01609|16/11/2007|MMSNS250|PACK|16/11/2007|4.0|4.0|NONE|9056|TRI|15/11/2007| ||
FAM1924|F0137A|MFA01610|16/11/2007|MMEH1201|VIAL|16/11/2007|3.0|3.0|NONE|9049|TRI|15/11/2007| ||
FAM1924|F0137A|MFA01610|16/11/2007|MMEVT100|PACK|16/11/2007|10.0|10.0|NONE|9048|TRI|15/11/2007| ||
FAM1925|F0122|MFA01611|16/11/2007|MMEH1201|VIAL|16/11/2007|5.0|5.0|NONE|9051|TRI|15/11/2007| ||
FAM1926|F0105B|MFA01612|16/11/2007|MMEH1201|VIAL|16/11/2007|7.0|7.0|NONE|9050|TRI|15/11/2007| ||
FAM1926|F0105B|MFA01612|16/11/2007|MMEVT100|PACK|16/11/2007|1.0|1.0|NONE|9045|TRI|15/11/2007| ||
FAM1927|F0186|MFA01613|16/11/2007|MMEH1201|VIAL|16/11/2007|3.0|3.0|NONE|9044|TRI|15/11/2007| ||
FAM1927|F0186|MFA01613|16/11/2007|MMEVT100|PACK|16/11/2007|5.0|5.0|NONE|9043|TRI|15/11/2007| ||
FAM1927|F0186|MFA01613|16/11/2007|MMSNS250|PACK|16/11/2007|2.0|2.0|NONE|9040|TRI|15/11/2007| ||
FAM1928|F0186A|MFA01614|16/11/2007|MMEH1201|VIAL|16/11/2007|3.0|3.0|NONE|9039|TRI|15/11/2007| ||
FAM1928|F0186A|MFA01614|16/11/2007|MMEVT100|PACK|16/11/2007|5.0|5.0|NONE|9038|TRI|15/11/2007| ||
FAM1928|F0186A|MFA01614|16/11/2007|MMSNS250|PACK|16/11/2007|2.0|2.0|NONE|9037|TRI|15/11/2007| ||
FAM1929|F0120|MFA01615|16/11/2007|MMEH1201|VIAL|16/11/2007|18.0|18.0|NONE|9036|TRI|15/11/2007| ||
FAM1930|F0187|MFA01616|16/11/2007|MMESP250|PACK|16/11/2007|6.0|6.0|NONE|9035|TRI|15/11/2007| ||
FAM1930|F0187|MFA01616|16/11/2007|MMSNS250|PACK|16/11/2007|8.0|8.0|NONE|9034|TRI|15/11/2007| ||
FAM1931|F0054|MFA01617|16/11/2007|MMESP250|PACK|16/11/2007|8.0|8.0|NONE|9033|TRI|15/11/2007| ||
FAM1931|F0054|MFA01617|16/11/2007|MMSNS250|PACK|16/11/2007|10.0|10.0|NONE|9029|TRI|15/11/2007| ||
FAM1932|F0068A|MFA01618|16/11/2007|MMESP250|PACK|16/11/2007|5.0|5.0|NONE|9028|TRI|15/11/2007| ||
FAM1932|F0068A|MFA01618|16/11/2007|MMSNS250|PACK|16/11/2007|4.0|4.0|NONE|9032|TRI|15/11/2007| ||
FAM1933|F0067F|MFA01619|16/11/2007|MMESP250|PACK|16/11/2007|10.0|10.0|NONE|9031|TRI|15/11/2007| ||
FAM1933|F0067F|MFA01619|16/11/2007|MMSNS250|PACK|16/11/2007|8.0|8.0|NONE|9030|TRI|15/11/2007| ||
FAM1934|K027|MFA01620|16/11/2007|MMSNS250|PACK|16/11/2007|2.0|2.0|NONE|9025|TRI|15/11/2007| ||
FAM1935|K024|MFA01621|16/11/2007|MMSNS250|PACK|16/11/2007|2.0|2.0|NONE|9024|TRI|15/11/2007| ||
FAM1936|K035|MFA01622|16/11/2007|MMSNS250|PACK|16/11/2007|10.0|10.0|NONE|9027|TRI|15/11/2007| ||
FAM1937|K062|MFA01623|16/11/2007|MMSNS250|PACK|16/11/2007|6.0|6.0|NONE|9026|TRI|15/11/2007| ||
FAM1938|F0104D|MFA01624|16/11/2007|MMSNS250|PACK|16/11/2007|1.0|1.0|NONE|9023|TRI|15/11/2007| ||
FAM1939|K039|MFA01625|16/11/2007|MMSNS250|PACK|16/11/2007|3.0|3.0|NONE|9022|TRI|15/11/2007| ||
FAM1940|F0057C|MFA01626|15/11/2007|MEKAA500|PACK|15/11/2007|2.0|2.0|NONE|8993|AING|15/11/2007| ||
FAM1941|F0058|MFA01627|15/11/2007|MSIQN001|BTL|15/11/2007|1.0|1.0|NONE|8992|AING|15/11/2007| ||
FAM1942|F0030|MFA01628|16/11/2007|MROIT001|LTR|16/11/2007|2.0|2.0|NONE|8991|TRI|15/11/2007| ||
FAM1943|F0030C|MFA01629|16/11/2007|MROIT001|LTR|16/11/2007|2.0|2.0|NONE|8652|TRI|15/11/2007| ||
FAM1944|F0051|MFA01630|16/11/2007|MSIQN001|BTL|16/11/2007|4.0|4.0|NONE|9598|ACI|16/11/2007| ||
FAM1945|F0051|MFA01631|19/11/2007|MMEDX250|PACK|19/11/2007|20.0|20.0|NONE|9600|TRI|16/11/2007| ||
FAM1945|F0051|MFA01631|19/11/2007|MMEH1201|VIAL|19/11/2007|22.0|22.0|NONE|9599|TRI|16/11/2007| ||
FAM1945|F0051|MFA01631|19/11/2007|MMEHGM97|VIAL|19/11/2007|22.0|22.0|NONE|8649|TRI|16/11/2007| ||
FAM1945|F0051|MFA01631|19/11/2007|MMESM001|KG|19/11/2007|6.0|6.0|NONE|8989|TRI|16/11/2007| ||
FAM1945|F0051|MFA01631|19/11/2007|MMEVT100|PACK|19/11/2007|50.0|50.0|NONE|8988|TRI|16/11/2007| ||
FAM1946|F0051|MFA01632|19/11/2007|MROGF001|KG|19/11/2007|5.0|5.0|NONE|8987|TRI|16/11/2007| ||
FAM1947|F0051|MFA01633|19/11/2007|MMDAI500|BTL|19/11/2007|14.0|14.0|NONE|8986|TRI|16/11/2007| ||
FAM1948|F0101B|MFA01634|17/11/2007|MROAMP20|KG|17/11/2007|1.0|1.0|NONE|8985|TRI|16/11/2007| ||
FAM1948|F0101B|MFA01634|17/11/2007|MROAV001|VIAL|17/11/2007|6.0|6.0|NONE|8983|TRI|16/11/2007| ||
FAM1948|F0101B|MFA01634|17/11/2007|MROGF300|BTL|17/11/2007|4.0|4.0|NONE|8984|TRI|16/11/2007| ||
FAM1948|F0101B|MFA01634|17/11/2007|MROIB001|VIAL|17/11/2007|5.0|5.0|NONE|8981|TRI|16/11/2007| ||
FAM1949|F0101B|MFA01635|17/11/2007|MMEH1201|VIAL|17/11/2007|5.0|5.0|NONE|8982|TRI|16/11/2007| ||
FAM1949|F0101B|MFA01635|17/11/2007|MMEVT100|PACK|17/11/2007|20.0|20.0|NONE|8979|TRI|16/11/2007| ||
FAM1949|F0101B|MFA01635|17/11/2007|MMSNS250|PACK|17/11/2007|8.0|8.0|NONE|8980|TRI|16/11/2007| ||
FAM1950|F0185|MFA01636|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|8900|AING|16/11/2007| ||
FAM1951|K024|MFA01636|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|8968|AING|16/11/2007| ||
FAM1952|K027|MFA01636|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|8901|AING|16/11/2007| ||
FAM1953|K035|MFA01636|16/11/2007|MSIQN001|BTL|16/11/2007|3.0|3.0|NONE|8974|AING|16/11/2007| ||
FAM1954|F0054|MFA01637|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|8969|AING|16/11/2007| ||
FAM1955|F0068A|MFA01637|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|8972|AING|16/11/2007| ||
FAM1956|F0187|MFA01637|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|8970|AING|16/11/2007| ||
FAM1957|K062|MFA01637|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|8973|AING|16/11/2007| ||
FAM1958|F0052A|MFA01638|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|8975|AING|16/11/2007| ||
FAM1959|F0072A|MFA01638|16/11/2007|MSIQN001|BTL|16/11/2007|2.0|2.0|NONE|8971|AING|16/11/2007| ||
FAM1960|F0122|MFA01638|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|8976|AING|16/11/2007| ||
FAM1961|F0067F|MFA01639|16/11/2007|MSIQN001|BTL|16/11/2007|2.0|2.0|NONE|9627|AING|16/11/2007| ||
FAM1962|F0104D|MFA01639|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|9626|AING|16/11/2007| ||
FAM1963|F0105B|MFA01639|16/11/2007|MSIQN001|BTL|16/11/2007|2.0|2.0|NONE|9628|AING|16/11/2007| ||
FAM1964|F0120|MFA01640|16/11/2007|MSIQN001|BTL|16/11/2007|4.0|4.0|NONE|8963|AING|16/11/2007| ||
FAM1965|F0186|MFA01640|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|8965|AING|16/11/2007| ||
FAM1966|F0186A|MFA01640|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|8967|AING|16/11/2007| ||
FAM1967|F0137A|MFA01641|16/11/2007|MLGLU001|BTL|16/11/2007|2.0|2.0|NONE|8954|AING|16/11/2007| ||
FAM1968|F0185|MFA01641|16/11/2007|MLGLU001|BTL|16/11/2007|3.0|3.0|NONE|8958|AING|16/11/2007| ||
FAM1969|F0067F|MFA01642|16/11/2007|MLGLU001|BTL|16/11/2007|1.0|1.0|NONE|8953|AING|16/11/2007| ||
FAM1970|F0186|MFA01642|16/11/2007|MLGLU001|BTL|16/11/2007|1.0|1.0|NONE|8952|AING|16/11/2007| ||
FAM1971|F0186A|MFA01642|16/11/2007|MLGLU001|BTL|16/11/2007|1.0|1.0|NONE|8951|AING|16/11/2007| ||
FAM1972|F0027A|MFA01643|16/11/2007|MMSNS250|PACK|16/11/2007|16.0|16.0|NONE|8949|CHACHA|16/11/2007| ||
FAM1973|F0049|MFA01643|16/11/2007|MMSNS250|PACK|16/11/2007|8.0|8.0|NONE|8950|CHACHA|16/11/2007| ||
FAM1974|F0006A|MFA01644|17/11/2007|MSIQN001|BTL|17/11/2007|1.0|1.0|NONE|8923|SEKA|17/11/2007| ||
FAM1975|F0008|MFA01644|17/11/2007|MSIQN001|BTL|17/11/2007|1.0|1.0|NONE|8922|SEKA|17/11/2007| ||
FAM1976|F0170|MFA01645|17/11/2007|MEKTM100|BKS|17/11/2007|33.0|33.0|NONE|8920|AING|17/11/2007| ||
FAM1976|F0170|MFA01645|17/11/2007|MMEDP250|PACK|17/11/2007|16.0|16.0|NONE|8921|AING|17/11/2007| ||
FAM1977|F0083|MFA01646|19/11/2007|MMEDP250|PACK|19/11/2007|10.0|10.0|NONE|8966|AING|19/11/2007| ||
FAM1978|F0085B|MFA01646|19/11/2007|MMEDP250|PACK|19/11/2007|4.0|4.0|NONE|8905|AING|19/11/2007| ||
FAM1979|F0167|MFA01646|19/11/2007|MMEDP250|PACK|19/11/2007|5.0|5.0|NONE|8904|AING|19/11/2007| ||
FAM1980|F0085|MFA01647|19/11/2007|MEKTM100|BKS|19/11/2007|9.0|9.0|NONE|8902|AING|19/11/2007| ||
FAM1981|F0190|MFA01648|20/11/2007|MLGLU001|BTL|20/11/2007|3.0|3.0|NONE|8903|AING|20/11/2007| ||
FAM1982|F0083|MFA01649|21/11/2007|MROCK001|BTL|21/11/2007|2.0|2.0|NONE|8978|TRI|20/11/2007| ||
FAM1983|F0083|MFA01650|21/11/2007|MMSNS250|PACK|21/11/2007|10.0|10.0|NONE|8977|TRI|20/11/2007| ||
FAM1984|F0167|MFA01651|21/11/2007|MMSNS250|PACK|21/11/2007|11.0|11.0|NONE|8899|TRI|20/11/2007| ||
FAM1985|F0190|MFA01652|21/11/2007|MMEH1201|VIAL|21/11/2007|10.0|10.0|NONE|8898|TRI|20/11/2007| ||
FAM1985|F0190|MFA01652|21/11/2007|MMESM001|KG|21/11/2007|1.0|1.0|NONE|8897|TRI|20/11/2007| ||
FAM1985|F0190|MFA01652|21/11/2007|MMEVT100|PACK|21/11/2007|5.0|5.0|NONE|8896|TRI|20/11/2007| ||
FAM1985|F0190|MFA01652|21/11/2007|MMSNS250|PACK|21/11/2007|8.0|8.0|NONE|8895|TRI|20/11/2007| ||
FAM1986|F0190|MFA01653|21/11/2007|MROAMP20|KG|21/11/2007|4.0|4.0|NONE|8894|TRI|20/11/2007| ||
FAM1986|F0190|MFA01653|21/11/2007|MROAV001|VIAL|21/11/2007|9.0|9.0|NONE|8891|TRI|20/11/2007| ||
FAM1986|F0190|MFA01653|21/11/2007|MROGF300|BTL|21/11/2007|6.0|6.0|NONE|8890|TRI|20/11/2007| ||
FAM1986|F0190|MFA01653|21/11/2007|MROIB001|VIAL|21/11/2007|8.0|8.0|NONE|8893|TRI|20/11/2007| ||
FAM1986|F0190|MFA01653|21/11/2007|MROREV01|LTR|21/11/2007|3.0|3.0|NONE|8892|TRI|20/11/2007| ||
FAM1987|F0014|MFA01654|23/11/2007|MMEDP250|PACK|23/11/2007|1.0|1.0|NONE|9721|TRI|20/11/2007| ||
FAM1988|F0161|MFA01655|23/11/2007|MMEDP250|PACK|23/11/2007|4.0|4.0|NONE|8889|TRI|20/11/2007| ||
FAM1989|F0011|MFA01656|23/11/2007|MMEDP250|PACK|23/11/2007|8.0|8.0|NONE|8888|TRI|20/11/2007| ||
FAM1989|F0011|MFA01656|23/11/2007|MMEH1201|VIAL|23/11/2007|9.0|9.0|NONE|8887|TRI|20/11/2007| ||
FAM1989|F0011|MFA01656|23/11/2007|MMEHGM97|VIAL|23/11/2007|9.0|9.0|NONE|8886|TRI|20/11/2007| ||
FAM1989|F0011|MFA01656|23/11/2007|MMEHNB25|BTL|23/11/2007|4.0|4.0|NONE|8885|TRI|20/11/2007| ||
FAM1989|F0011|MFA01656|23/11/2007|MMESM001|KG|23/11/2007|10.0|10.0|NONE|8884|TRI|20/11/2007| ||
FAM1990|F0002|MFA01657|23/11/2007|MMEDP250|PACK|23/11/2007|10.0|10.0|NONE|8883|TRI|20/11/2007| ||
FAM1990|F0002|MFA01657|23/11/2007|MMEH1201|VIAL|23/11/2007|22.0|22.0|NONE|8882|TRI|20/11/2007| ||
FAM1990|F0002|MFA01657|23/11/2007|MMEHNB25|BTL|23/11/2007|9.0|9.0|NONE|8881|TRI|20/11/2007| ||
FAM1990|F0002|MFA01657|23/11/2007|MMESM001|KG|23/11/2007|10.0|10.0|NONE|8879|TRI|20/11/2007| ||
FAM1991|F0154|MFA01658|23/11/2007|MMEH1201|VIAL|23/11/2007|14.0|14.0|NONE|8880|TRI|20/11/2007| ||
FAM1991|F0154|MFA01658|23/11/2007|MMESM001|KG|23/11/2007|12.0|12.0|NONE|8878|TRI|20/11/2007| ||
FAM1992|F0141|MFA01659|23/11/2007|MMEH1201|VIAL|23/11/2007|3.0|3.0|NONE|8877|TRI|20/11/2007| ||
FAM1992|F0141|MFA01659|23/11/2007|MMESM001|KG|23/11/2007|2.0|2.0|NONE|8876|TRI|20/11/2007| ||
