1|00-14919|1633500.0|0.0|PEMBATALAN ATAL 900 GONI||
188|00-21123|0.0|47778.0|BY JASA ANALISA|INV.LAB BLN APRIL 2010|
189|00-14907|36135.0|0.0|BY JASA ANALISA|INV.LAB BLN MEI 2010|
189|00-21123|0.0|36135.0|BY JASA ANALISA|INV LAB BLN MEI 2010|
190|00-14907|32360.0|0.0|BY JASA ANALISA|INV LAB BLN JUNI 2010|
190|00-21123|0.0|32360.0|BY JASA ANALISA|INV LAB BLN JUNI 2010|
191|00-14907|40402.0|0.0|BY JASA ANALISA|INV.LAB BLN JULY 2010|
191|00-21123|0.0|40402.0|BY JASA ANALISA|INV LAB BLN JULY 2010|
192|00-14902|7349.0|0.0|BY JASA ANALISA|INV.LAB BLN AGUSTUS 2009|
192|00-21123|0.0|7349.0|BY JASA ANALISA|INV.LAB BLN AGUSTUS 2009|
193|00-14902|5264.0|0.0|BY JASA ANALISA|INV.LAB BLN SEPTEMBER 2009|
193|00-21123|0.0|5264.0|BY JASA ANALISA|INV.LAB BLN SEPTEMBER 2009|
194|00-14902|5960.0|0.0|BY JASA ANALISA|INV.LAB BLN JULY 2010|
194|00-21123|0.0|5960.0|BY JASA ANALISA|INV.LAB BLN JULY 2010|
195|00-14903|10226.0|0.0|BY.JASA ANALISA|INV.LAB BLN SEPTEMBER 2009|
195|00-21123|0.0|10226.0|BY JASA ANALISA|INV.LAB BLN SEPTEMBER 2009|
196|00-14903|12325.0|0.0|BY JASA ANALISA|INV.LAB BLN OKTOBER 2009|
196|00-21123|0.0|12325.0|BY JASA ANALISA|INV.LAB BLN OKTOBER 2009|
197|00-14903|11860.0|0.0|BY JASA ANALISA|INV.LAB BLN NOVEMBER 2009|
197|00-21123|0.0|11860.0|BY JASA ANALISA|INV LAB BLN NOVEMBER 2009|
198|00-14903|21432.0|0.0|BY JASA ANALISA|INV.LAB BLN DESEMBER 2009|
198|00-21123|0.0|21432.0|BY JASA ANALISA|INV.LAB BLN DESEMBER 2009|
199|00-14903|14470.0|0.0|BY JASA ANALISA|INV.LAB BLN JANUARY 2010|
199|00-21123|0.0|14470.0|BY JASA ANALISA|INV.LAB BLN JANUARY 2010|
200|00-14903|28365.0|0.0|BY JASA ANALISA|INV.LAB BLN MARET 2010|
200|00-21123|0.0|28365.0|BY JASA ANALISA|INV.LAB BLN MARET 2010|
201|00-14903|18496.0|0.0|BY JASA ANALISA|INV/LAB BLN APRIL 2010|
201|00-21123|0.0|18496.0|BY JASA ANALISA|INV.LAB BLN APRIL 2010|
202|00-14903|14679.0|0.0|BY JASA ANALISA|INV.LAB BLN MEI 2010|
202|00-21123|0.0|14679.0|BY.JASA ANALISA|INV.LAB BLN MAY 2010|
203|00-14903|23986.0|0.0|BY JASA ANALISA|INV LAB BLN JUNI 2010|
203|00-21123|0.0|23986.0|BY JASA ANALISA|INV LAB BLN JUNI 2010|
204|00-14903|25879.0|0.0|BY JASA ANALISA|INV.LAB BLN JULY 2010|
204|00-21123|0.0|25879.0|||
205|00-14905|15039.0|0.0|BY JASA ANALISA|INV.LAB BLN JULY 2010|
205|00-21123|0.0|15039.0|BY JASA ANALISA|INV.LAB BLN JULY 2010|
206|00-14905|14075.0|0.0|BY JASA ANALISA|INV.LAB BLN AGUSTUS 2010|
206|00-21123|0.0|14075.0|BY JASA ANALISA|INV LAB BLN OKTOBER 2010|
207|00-14927|18772.0|0.0|BIAYA JASA ANALISA|INV LAB BLN FEB & MAR 2009|
207|00-21123|0.0|18772.0|BY JASA ANALISA|LAB BLN FEB & MAR 2009|
208|00-14927|12392.0|0.0|BY JASA ANALISA|INV.LAB BLN APRIL 2009|
208|00-21123|0.0|12392.0|BY JASA ANALISA|INV LAB BLN APRIL 2009|
209|00-14928|22355.0|0.0|BY JASA ANALISA|INV LAB BLN MEI 2009|
209|00-21123|0.0|22355.0|BY JASA ANALISA|INV.LAB BLN MEI 2009|
210|00-14927|42326.0|0.0|BY JASA ANALISA|INV.LAB BLN MEI,JUN,JUL & AUGT|
210|00-21123|0.0|42326.0|BY JASA ANALISA|BLN MEI,JUN,JUL & AUGT 2009|
211|00-14927|9233.0|0.0|BY JASA ANALISA|INV LAB BLN APR 2010|
211|00-21123|0.0|9233.0|BY JASA ANALISA|INV LAB BLN APR 2010|
212|00-14928|2470.0|0.0|BY JASA ANALISA|INV LAB BLN APR 2010|
212|00-21123|0.0|2470.0|BY JASA ANALISA|INV LAB BLN APR 2010|
213|00-14927|20643.0|0.0|BY JASA ANALISA|INV LAB BLN JAN & MAR 2010|
213|00-21123|0.0|20643.0|BY JASA ANALISA|INV LAB BLN JAN & MAR 2010|
214|00-14927|6100.0|0.0|BY JASA ANALISA|INV LAB BLN JUN 2010|
214|00-21123|0.0|6100.0|BY JASA ANALISA|INV LAB BLN JUN 2010|
215|00-14927|5426.0|0.0|BY JASA ANALISA|INV LAB BLN MEI 2010|
215|00-21123|0.0|5426.0|BY JASA ANALISA|INV LAB BLN MEI 2010|
216|00-14928|7408.0|0.0|BY JASA ANALISA|INV.BLN JAN,MAR & JUL 2010|
216|00-21123|0.0|7408.0|BY JASA ANALISA|INV BLN JAN,MAR & JUL 2010|
217|00-14927|3405.0|0.0|BY JASA ANALISA|INV.LAB BLN JUL 2010|
217|00-21123|0.0|3405.0|BY JASA ANALISA|INV LAB BLN JUL 2010|
218|00-14928|2270.0|0.0|BY JASA ANALISA|INV LAB BLN MEI 2010|
218|00-21123|0.0|2270.0|BY JASA ANALISA|INV LAB BLN MEI 2010|
219|00-14928|2064.0|0.0|BY JASA ANALISA|INV LAB BLN AGUSTUS 2010|
219|00-21123|0.0|2064.0|BY JASA ANALISA|INV LAB BLN AUGT 2010|
220|00-14927|1373.0|0.0|BY JASA ANALISA|INV LAB BLN AGUSTUS 2010|
220|00-21123|0.0|1373.0|BY JASA ANALISA|INV LAB BLN AGUST 2010|
221|00-14908|650.0|0.0|BY JASA ANALISA|INV LAB BLN MARET 2010|
221|00-21123|0.0|650.0|BY JASA ANALISA|INV LAB BLN MARET 2010|
222|00-14908|425.0|0.0|BY JASA ANALISA|INV LAB BLN APR 2010|
222|00-21123|0.0|425.0|BY JASA ANALISA|INV LAB BLN APR 2010|
223|00-14908|225.0|0.0|BY JASA ANALISA|INV LAB BLN MEI 2010|
223|00-21123|0.0|225.0|BY JASA ANALISA|INV LAB BLN MEI 2010|
224|00-14908|700.0|0.0|BY JASA ANALISA|INV LAB BLN JUN 2010|
224|00-21123|0.0|700.0|BY JASA ANALISA|INV LAB BLN JUNI 2010|
225|00-14908|475.0|0.0|BYJASA ANALISA|INV LAB BLN AGUSTUS 2010|
225|00-21123|0.0|475.0|BY JASA ANALISA|INV LAB BLN AGUSTUS 2010|
226|00-14908|5000.0|0.0|BY ADMINISTRASI||
226|01-81320|0.0|5000.0|BY ADM|BYR INV LAB BLN AGT 2010|
227|00-14908|450.0|0.0|BY JASA ANALISA|INV LAB BLN JULI 2010|
227|00-21123|0.0|450.0|BY JASA ANALISA|INV LAB BLN JULI 2010|
228|00-14908|5000.0|0.0|BY ADM||
228|01-81320|0.0|5000.0|BY ADM||
229|00-14908|5000.0|0.0|BY ADMINISTRASI||
229|01-81320|0.0|5000.0|BY ADM||
230|00-14902|5000.0|0.0|BY ADMINISTRASI||
230|01-81320|0.0|5000.0|||
231|00-14902|10000.0|0.0|BY ADMINISTRASI||
231|01-81320|0.0|10000.0|||
232|00-14101|28160.0|0.0|SELISIH KURS|INV.JKA03054|
232|01-80401|0.0|28160.0|||
233|00-14101|10000.0|0.0|BY ADMINISTRASI||
233|01-81320|0.0|10000.0|BY ADM||
234|00-14101|169024.5|0.0|SELISIH KURS|INV.JKA01731|
234|01-80401|0.0|169024.5|||
235|00-14101|333040.0|0.0|SELISIH KURS|INV.JKA03668|
235|01-80401|0.0|333040.0|||
236|00-14101|88008.0|0.0|SELISIH KURS|INV.JKA05114|
236|01-80401|0.0|88008.0|||
237|00-14101|131808.0|0.0|SELISIH KURS|INV.JKA05581|
237|01-80401|0.0|131808.0|||
238|00-14101|369492.0|0.0|SELISIH KURS|INV.SCA57796|
238|01-80401|0.0|369492.0|||
239|00-14933|15000.0|0.0|BY ADM||
239|01-81320|0.0|15000.0|||
240|00-14906|415799.0|0.0|BANK CHARGES||
240|01-81320|0.0|415799.0|||
241|00-14908|300.0|0.0|BIAYA JASA ANALISA|INV.LAB BLN JANUARY 2010|
241|01-80401|0.0|300.0|||
242|00-14908|41.0|0.0|BY JASA ANALISA||
242|00-21123|0.0|41.0|||
243|00-14908|96.0|0.0|BY JASA ANALISA||
243|00-21123|0.0|96.0|||
244|00-14908|275.0|0.0|BY JASA ANALISA||
244|00-21123|0.0|275.0|||
245|00-14908|300.0|0.0|BY JASA ANALISA||
245|00-21123|0.0|300.0|||
246|00-14922|1496000.0|0.0|REKLAS RECEIPT NO: 100763||
246|00-16810|0.0|1496000.0|||
247|00-14905|45225261.0|0.0|REKLAS RECEIPT NO: 100734|INV LAB BLN DESEMBER 2009|
247|00-16810|0.0|45225261.0|||
248|00-14901|14690.0|0.0|TAX-PPH 23 LAB BLN NOV 2010|BY ADMINISTRASI BANK|
248|00-21123|0.0|9690.0|BY LAB BLN NOV 2010||
248|01-81320|0.0|5000.0|BY ADM||
249|00-14901|206880.9|0.0|BY ADMINISTRASI BANK|USD 25 X RP 8.931|
249|01-81320|0.0|206880.9|BY ADM BANK|USD 25 X RP 8.931|
250|00-14101|5000.0|0.0|BIAYA ADMINISTRASI||
250|01-81320|0.0|5000.0|BIAYA ADMINISTRASI||
251|00-14901|261763.0|0.0|PREPAID TAX 23||
251|00-21123|0.0|261763.0|||
252|00-14901|105767.0|0.0|PREPAID TAX 23||
252|00-21123|0.0|105767.0|||
253|00-14901|91.0|0.0|PREPAID TAX 23||
253|00-21123|0.0|91.0|||
254|00-14901|184247.0|0.0|KRG CTT PREPAID TAX 23||
254|00-21123|0.0|184247.0|||
255|00-14101|1595350.0|0.0|SELISIH KURS|INV.JKA07561|
255|01-80401|0.0|1595350.0|||
256|00-14101|1391760.0|0.0|SELISIH KURS|INV.JKA08206|
256|01-80401|0.0|1391760.0|SELISIH KURS|INV. JKA08206|
257|00-14101|661600.0|0.0|SELISIH KURS|INV.JKA06220 & JKA06739|
257|01-80401|0.0|661600.0|SELISIH KURS|INV.JKA06220 & JKA06739|
258|00-14101|1261152.0|0.0|SELISIH KURS|INV.JKA07179 & JKA07847|
258|01-80401|0.0|1261152.0|SELISIH KURS|INV.JKA07179 & JKA07847|
259|00-14101|685184.0|0.0|SELISIH KURS|INV.JKA08469|
259|01-80401|0.0|685184.0|SELISIH KURS|INV.JKA08469|
260|00-14101|560160.0|0.0|SELISIH KURS|INV.JKA08964|
260|01-80401|0.0|560160.0|SELISIH KURS|INV.JKA08964|
261|00-14101|322780.0|0.0|SELISIH KURS|INV.JKA09621|
261|01-80401|0.0|322780.0|SELISIH KURS|INV.JKA09621|
262|00-14101|413840.0|0.0|SELISIH KURS|INV.JKA09489|
262|01-80401|0.0|413840.0|SELISIH KURS|INV.JKA09489|
263|00-14901|4159563.0|0.0|SELISIH KURS|INV.SCA0062M & SCA0063M|
263|01-80401|0.0|4159563.0|SELISIH KURS|INV.SCA0062M & SCA0063M|
264|00-14901|7063538.71|0.0|SELISIH KURS|INV.SCA0064M & SCA0065M|
264|01-80401|0.0|7063538.71|SELISIH KURS|INV.SCA0064M & SCA0065M|
265|00-14901|8893387.0|0.0|SELISIH KURS|INV.SCA0067M, INV.SCA0068M|
265|01-80401|0.0|8893387.0|INV.SCA0067M, SCA0068M &|INV.SCA0071M|
266|00-14901|3641023.0|0.0|SELISIH KURS|INV.SCA0075M, SCA0077M &|
266|01-80401|0.0|3641023.0|INV.SCA0075M, SCA0077M &|INV.SCA0078M|
267|00-14901|4012497.0|0.0|SELISIH KURS|INV.SCA0073M|
267|01-80401|0.0|4012497.0|SELISIH KURS|INV.SCA0073M|
268|00-14901|1434083.0|0.0|SELISIH KURS|INV.SCA0080M & SCA0083M|
268|01-80401|0.0|1434083.0|SELISIH KURS|INV.SCA0080M & SCA0083M|
269|00-14101|718200.0|0.0|SELISIH KURS|INV.JKA07897|
269|01-80401|0.0|718200.0|SELISIH KURS|INV.JKA07897|
270|00-14101|1249440.0|0.0|SELISIH KURS|INV.JKA09161|
270|01-80401|0.0|1249440.0|SELISIH KURS|INV.JKA09161|
271|00-14101|102600.0|0.0|SELISIH KURS|INV.JKA10488|
271|01-80401|0.0|102600.0|SELISIH KURS|INV.JKA10488|
272|00-14101|18870.0|0.0|SELISIH KURS|INV.JKA05570|
272|01-80401|0.0|18870.0|SELISIH KURS|INV.JKA05570|
273|00-14101|627740.0|0.0|SELISIH KURS|INV.JKA06630|
273|01-80401|0.0|627740.0|SELISIH KURS|INV.JKA06630|
274|00-14101|1242900.0|0.0|SELISIH KURS|INV.07341|
274|01-80401|0.0|1242900.0|SELISIH KURS|INV.07341|
275|00-14101|476080.0|0.0|SELISIH KURS|INV.JKA07846|
275|01-80401|0.0|476080.0|SELISIH KURS|INV.JKA07846|
276|00-14101|447800.0|0.0|SELISIH KURS|INV.JKA08485|
276|01-80401|0.0|447800.0|SELISIH KURS|INV.JKA08485|
277|00-14101|670297.6|0.0|SELISIH KURS|INV.JKA09235|
277|01-80401|0.0|670297.6|SELISIH KURS|INV.JKA09235|
278|00-14101|334240.0|0.0|SELISIH KURS|INV.JKA10122|
278|01-80401|0.0|334240.0|SELISIH KURS|INV.JKA10122|
279|00-14101|180550.0|0.0|SELISIH KURS|INV10749|
279|01-80401|0.0|180550.0|SELISIH KURS|INV.JKA10749|
280|00-14101|371712.0|0.0|SELISIH KURS|INV.JKA07350|
280|01-80401|0.0|371712.0|SELISIH KURS|INV.JKA07350|
281|00-14101|280064.0|0.0|SELISIH KURS|INV.JKA08486|
281|01-80401|0.0|280064.0|SELISIH KURS|INV.JKA08486|
282|00-14901|15364855.5|0.0|SELISIH KURS|INVOICE BULAN MEI 2011|
282|01-80401|0.0|15364855.5|SELISIH KURS|INVOICE BULAN MARET 2011|
283|00-14901|5000.0|0.0|BY ADM||
283|01-81320|0.0|5000.0|||
284|00-14101|895050.0|0.0|SELISIH KURS,$ 1.950 *RP 8.571|INVOICE JKA07050|
284|01-80401|0.0|895050.0|SELISIH KURS,$1.950 * RP8.571|INVOICE JKA07050|
285|00-14101|5000.0|0.0|BIAYA ADMINISTRASI||
285|01-81320|0.0|5000.0|BIAYA ADMINISTRASI||
286|00-14101|338220.0|0.0|SELISIH KURS|INVOICE JKA10133|
286|01-80401|0.0|338220.0|SELISIH KURS|INVOICE JKA10133|
287|00-14101|13810.0|0.0|SELISIH KURS|INVOICE JKA09894|
287|01-80401|0.0|13810.0|SELISIH KURS|INVOICE JKA09894|
288|00-14101|2567426.0|0.0|REKLAS|SALAH KODE CUSTOMER|
288|00-11999|0.0|2567426.0|REKLAS|SALAH INPUT KODE CUSTOMER|
289|00-14101|451256.0|0.0|SELISIH KURS|INVOICE JKA10275 & JKA10620|
289|01-80401|0.0|451256.0|SELISIH KURS|INVOICE JKA10275 & JKA10620|
290|00-14101|3040.0|0.0|SELISIH KURS|INVOICE JKA11307|
290|01-80401|0.0|3040.0|SELISIH KURS|INVOICE JKA11307|
291|00-14901|0.8|0.0|KURANG CATAT|UANG MASUK|
291|00-11999|0.0|0.8|KURANG CATAT|UANG MASUK|
292|00-14901|37904.0|0.0|BIAYA LAB BULAN DESEMBER 2010||
292|00-21123|0.0|37904.0|BY LAB BULAN DESEMBER 2010||
293|00-14901|43876.0|0.0|BY LAB BULAN JANUARI 2011||
293|00-21123|0.0|43876.0|BY LAB BULAN JANUARI 2011||
294|00-14901|43153.0|0.0|BY LAB BULAN MARET 2011||
294|00-21123|0.0|43153.0|BY LAB BULAN MARET 2011||
295|00-14901|44904.0|0.0|BY LAB BULAN APRIL 2011||
295|00-21123|0.0|44904.0|BY LAB BULAN APRIL 2011||
296|00-14901|54598.0|0.0|BY LAB BULAN MEI 2011||
296|00-21123|0.0|54598.0|BY LAB BULAN MEI 2011||
297|00-14901|60993.0|0.0|BY LAB BLN JULI 2011||
297|00-21123|0.0|60993.0|BY LAB BLN JUL 2011||
298|00-14901|29965.0|0.0|BY LAB BLN AGUSTUS 2011||
298|00-21123|0.0|29965.0|BY LAB BLN AGUSTUS 2011||
299|00-14901|70380.0|0.0|BY LAB BLN SEPTEMBER 2011||
299|00-21123|0.0|70380.0|BY LAB BLN SEPTEMBER 2011||
300|00-14901|58173.0|0.0|BY LAB BLN OKTOBER 2011||
300|00-21123|0.0|58173.0|BY LAB BLN OKTOBER 2011||
301|00-14901|38641.0|0.0|BY LAB BULAN JUNI 2011||
301|00-21123|0.0|38641.0|BY LAB BLN JUNI 2011||
302|00-14901|636.0|0.0|BY LAB BLN MEI 2011||
302|00-21123|0.0|636.0|BY LAB BLN MEI 2011||
303|00-14901|240.0|0.0|BY LAB BL FEBRUARI 2011||
303|00-21123|0.0|240.0|BY LAB BLN FEBRUARI 2011||
304|00-14901|1050.0|0.0|BY LAB BLN JANUARI 2011||
304|00-21123|0.0|1050.0|BY LAB BULAN JANUARI 2011||
305|00-14901|21527.0|0.0|BIAYA LAB BLN NOVEMBER 2010||
305|00-21123|0.0|21527.0|BY LAB BULAN NOVEMBER 2010||
306|00-14901|11353.0|0.0|BY LAB BLN SEPTEMBER 2011||
306|00-21123|0.0|11353.0|BY LAB BLN SEPTEMBER 2011||
307|00-14901|8906.0|0.0|BY LAB BULAN AGUSTUS 2011||
307|00-21123|0.0|8906.0|BY LAB BLN AGUSTUS 2011||
308|00-14901|14459.0|0.0|BY LAB BULAN JUNI 2011||
308|00-21123|0.0|14459.0|BY LAB BULAN JUNI 2011||
309|00-14901|24511.0|0.0|BY LAB BLN JULI 2011||
309|00-21123|0.0|24511.0|BY LAB BULAN JULI 2011||
310|00-14901|12349.0|0.0|BY LAB BLN DESEMBER 2010||
310|00-21123|0.0|12349.0|BY LAB BLN DESEMBER 2010||
311|00-14901|9690.0|0.0|BY LAB BLN NOVEMBER 2010||
311|00-21123|0.0|9690.0|BY LAB BLN NOVEMBER 2010||
312|00-14901|7314.0|0.0|BY LAB BULA JUNI 2011||
312|00-21123|0.0|7314.0|BY LAB BULAN JUNI 2011||
313|00-14901|9935.0|0.0|BY LAB BLN MEI 2011||
313|00-21123|0.0|9935.0|BY LAB BULAN MEI 2011||
314|00-14901|8036.0|0.0|BY LAB BULAN APRIL 2011||
314|00-21123|0.0|8036.0|BY LAB BULAN APRIL 2011||
315|00-14901|6287.0|0.0|BY LAB BULAN FEBRUARI 2011||
315|00-21123|0.0|6287.0|BY LAB BLN FEBRUARI 2011||
316|00-14901|2907.0|0.0|BY LAB BULAN DESEMBER 2010||
316|00-21123|0.0|2907.0|BY LAB BLN DESEMBER 2010||
317|00-14901|13160.0|0.0|BY LAB BULAN JULI 2011||
317|00-21123|0.0|13160.0|BY LAB BULAN JULI 2011||
318|00-14901|6380.0|0.0|BY LAB BLN AGUSTUS 2011||
318|00-21123|0.0|6380.0|BY LAB BULAN AGUSTUS 2011||
319|00-14901|7050.0|0.0|BY LAB BLN OKTOBER 2011||
319|00-21123|0.0|7050.0|BY LAB BL OKTOBER 2011||
320|00-14901|7463.0|0.0|BY LAB BULAN SEPTEMBER 2011||
320|00-21123|0.0|7463.0|BY LAB BLN SEPTEMBER 2011||
321|00-14901|41705.0|0.0|BY LAB BLN FEBRUARI 2011||
321|00-21123|0.0|41705.0|BY LAB BLN FEBRUARI 2011||
322|00-14901|47861.0|0.0|BY LAB BLN NOVEMBER 2010||
322|00-21123|0.0|47861.0|BY LAB BLN NOVEMBER 2010||
323|00-14901|37279.0|0.0|BY LAB BULAN JANUARI 2011|BLN FEBRUARI 2011|
323|00-21123|0.0|37279.0|BY LAB BLN JAN S/D MAR 2011||
324|00-14901|21480.0|0.0|BY LAB|BULAN APRIL 2011 & MEI 2011|
324|00-21123|0.0|21480.0|BY LAB|BULAN APRIL 2011 & MEI 2011|
325|00-14901|5902.0|0.0|BY LAB BULAN JANUARI 2011||
325|00-21123|0.0|5902.0|BY LAB BLN JANUARI 2011||
326|00-14901|5326.0|0.0|BY LAB BLN MARET 2011||
326|00-21123|0.0|5326.0|BY LAB BLN MARET 2011||
327|00-14901|16197.0|0.0|BY LAB BLN OKTOBER 2011||
327|00-21123|0.0|16197.0|BY LAB BLN OKTOBER 2011||
328|00-14901|7683.0|0.0|BY LAB BLN SEPTEMBER 2010||
328|00-21123|0.0|7683.0|BY LAB BLN SEPTEMBER 2010||
329|00-14901|17152.0|0.0|BY LAB BLN DESEMBER 2010||
329|00-21123|0.0|17152.0|BY LAB BLN DESEMBER 2010||
330|00-14901|10075.0|0.0|BIAYA LAB BULAN JANUARI 2011||
330|00-21123|0.0|10075.0|BY LAB BULAN JANUARI 2011||
331|00-14901|12730.0|0.0|BY LAB BULAN FEBRUARI 2011||
331|00-21123|0.0|12730.0|BY LAB BULAN FEBRUARI 2011||
332|00-14901|10628.0|0.0|INV LAB BULAN MARET 2011||
332|00-21123|0.0|10628.0|INV LAB BULAN MARET 2011||
333|00-14901|14945.0|0.0|BY LAB BLN APRIL 2011||
333|00-21123|0.0|14945.0|INV LAB BLN APRIL 2011||
334|00-14901|4334.0|0.0|INV LAB BLN MEI 2011||
334|00-21123|0.0|4334.0|INV LAB BLN MEI 2011||
335|00-14901|10677.0|0.0|INV LAB BULAN JUNI 2011||
335|00-21123|0.0|10677.0|INV LAB BLN JUNI 2011||
336|00-14901|17825.0|0.0|INV LAB BLN JULI 2011||
336|00-21123|0.0|17825.0|INV LAB BLN JULI 2011||
337|00-14901|7929.0|0.0|INV LAB BLN AGUSTUS 2011||
337|00-21123|0.0|7929.0|INV LAB BLN AGUSTUS 2011||
338|00-14901|25460.0|0.0|INV LAB BLN SEPT & OKT 2011||
338|00-21123|0.0|25460.0|INV LAB BLN SEPT & OKT 2011||
339|00-14901|675.0|0.0|INV LAB BLN APRIL 2011||
339|00-21123|0.0|675.0|INV LAB APRIL 2011||
340|00-14901|375.0|0.0|INV LAB BLN JUNI 2011||
340|00-21123|0.0|375.0|INV LAB BLN JUN 2011||
341|00-14901|150.0|0.0|INV LAB BLN JUL 2011||
341|00-21123|0.0|150.0|INV LAB BLN JUL 2011||
342|00-14901|300.0|0.0|INV LAB BLN OKT 2011||
342|00-21123|0.0|300.0|INV LAB BLN OKT 2011||
343|00-14901|2495.0|0.0|INV LAB BULAN JANUARI 2011||
343|00-21123|0.0|2495.0|BIAYA LAB BULAN JANUARI 2011||
344|00-14901|640.0|0.0|INV LAB BULAN MARET 2011||
344|00-21123|0.0|640.0|INV LAB BLN MARET 2011||
345|00-14901|3601.0|0.0|INV LAB BULAN OKTOBER 2010||
345|00-21123|0.0|3601.0|INV LAB BULAN OKTOBER 2010||
346|00-14101|33400.0|0.0|INVOICE JKA12750|USD 2.180 * RP 9.040|
346|01-80401|0.0|33400.0|INVOICE JKA12750|USD 2180 * RP 9.040|
347|00-14101|302320.0|0.0|INVOICE JKA14666||
347|01-80401|0.0|302320.0|INVOICE JKA14666||
348|00-14101|5000.0|0.0|BY TRANSFER||
348|01-81320|0.0|5000.0|BY TRANSFER||
350|00-14101|29137.5|0.0|INVOICE JKA14321||
350|01-80401|0.0|29137.5|INVOICE JKA14321||
352|00-14901|5000.0|0.0|INV LAB BULAN DESEMBER 2012|JKA15052|
352|01-81320|0.0|5000.0|||
353|00-14901|5000.0|0.0|INV.JKA14317 & JKA15053|BNAK CHARGES|
353|01-81320|0.0|5000.0|INV.JKA14317 & JKA15053|BANK CHARGES|
354|00-14101|37800.0|0.0|SELISIH KURS INV.JKA15391|USD 4.200 * RP 9.168|
354|01-80401|0.0|37800.0|SELISIH KURS INV.JKA15391|USD 4.200 * RP 9.168|
355|00-14901|5000.0|0.0|BANK CHARGES||
355|01-81320|0.0|5000.0|||
356|00-14101|30000.0|0.0|BANK CHARGES|PAYT INV.NOV & DES 2011|
356|01-81320|0.0|30000.0|BANK CHARGES|INV.NOV & DES 2011|
357|00-14101|5000.0|0.0|BIAYA ADMINISTRASI|PAYMENT INV.BULAN MARET 2012|
357|01-81320|0.0|5000.0|BIAYA ADMINISTRASI|PAYMENT INV. BULAN MARET 2012|
358|00-14101|5000.0|0.0|BIAYA ADMINISTRASI|PAYMENT INV.BULAN JAN.2012|
358|01-81320|0.0|5000.0|BIAYA ADMINISTRASI|PAYMENT INV. JAN'2012|
359|00-14101|5000.0|0.0|BIAYA ADMINISTRASI|PAYMENT INV.BULAN FEB'2012|
359|01-81320|0.0|5000.0|BIAYA ADMINISTRASI|PAYMENT INV.BULAN FEB'2012|
360|00-14901|6000.0|0.0|BIAYA MATERAI|PAYMENT INV.JKA15943|
360|01-71083|0.0|6000.0|BIAYA MATERAI|PAYMENT INV.JKA15943|
361|00-14901|6000.0|0.0|BIAYA MATERAI|PAYMENT INV.JKA16147|
361|01-71083|0.0|6000.0|BIAYA MATERAI|PAYMENT INV.JKA16147|
362|00-14901|5000.0|0.0|BIAYA ADMINISTRASI|PAYMENT BY LAB BLN FEB'2012|
362|01-81320|0.0|5000.0|BIAYA ADMINISTRASI|PAYMENT BY LAB BLN FEB'2012|
363|00-14901|5000.0|0.0|BIAYA ADMINISTRASI|PAYMENT BY LAB BLN JAN'2012|
363|01-81320|0.0|5000.0|BIAYA ADMINISTRASI|PAYMENT BY LAB BLN JAN'2012|
364|00-14901|5000.0|0.0|BIAYA ADMINISTRASI|PAYMENT BY LAB BLN NOV'2011|
364|01-81320|0.0|5000.0|BIAYA ADMINISTRASI|PAYMENT BY LAB.BLN NOV.2011|
365|00-14101|5000.0|0.0|BIAYA TRANSFER CUSTOMER|CHEIL JEDANG SUPERFEED|
365|01-81320|0.0|5000.0|||
366|00-14101|10000.0|0.0|BIAYA TRANSFER CUSTOMER|CJ FEED JOMBANG|
366|01-81320|0.0|10000.0|||
367|00-14101|5000.0|0.0|BIAYA TRANSFER CUSTOMER|SINTA PRIMA FEEDMILL|
367|01-81320|0.0|5000.0|||
368|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|CJ SUPER FEED|
368|01-81320|0.0|5000.0|BY TRANSFER JTA00002.JTA00005||
369|00-14101|40.0|0.0|TT CHARGE||
369|01-81320|0.0|40.0|TT CHARGE||
370|00-14101|10000.0|0.0|BY TRANSFER CUSTOMER|INV.JKA17622|
370|01-81320|0.0|10000.0|BY TRANSFER CUSTOMER|INV JKA17622|
371|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|AGRINUSA JAYA SENTOSA|
371|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|INV.JTA00010|
372|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N DUNIA TERNAK|
372|01-81320|0.0|5000.0|BY TRANSFER INV.MDA00032||
373|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N UNGGAS JAYA BERSINAR|
373|01-81320|0.0|5000.0|BY TRANSFER INV.MDA00003||
374|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N CJ FEED JOMBANG|
374|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|INV.JKA17880|
375|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N PT.CJ FEED JOMBANG|
375|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|INV.SBA00001|
376|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N ACHUI FARM|
376|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2441|
377|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N AHO/CINKANG FARM|
377|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2456|
