1|00-14919|1633500.0|0.0|PEMBATALAN ATAL 900 GONI||
378|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N DUNIA TERNAK|
378|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2465|
379|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N ATHIONG FARM|
379|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2470|
380|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N ATHIONG FARM|
380|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2470|
381|00-14101|4670.0|0.0|BY TRANSFER CUSTOMER|A/N KAMTO FARM|
381|01-81320|0.0|4670.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2462|
382|00-14101|152008.0|0.0|FOREX AND BANK CAHRGE PAYMENT|INV.JTA00025|
382|01-81320|0.0|104576.0|||
382|01-80401|0.0|47432.0|||
385|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N UNGGAS JAYA BERSINAR|
385|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|INV NO.MDA00001|
384|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N AGRINUSA JAYA SENTOSA|
384|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|A/N AGRINUSA JAYA SENTOSA|
386|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N AGRINUSA JAYA SENTOSA|
386|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|AGRINUSA INV SBA00003|
387|00-14101|30000.0|0.0|BY TRANSFER CUSTOMER|A/N AGRINUSA JAYA SENTOSA|
387|01-81320|0.0|30000.0|BY TRANSFER CUSTOMER|INV SBA00223|
388|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N HARRY YANTO|
388|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|A/N HARRY YANTO INV MDA00317|
389|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N CJ SUPER FEED IND.|
389|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|INV JTA00043|
390|00-14101|3500.0|0.0|BY TRANSFER CUSTOMER|A/N MITRA TUNGGAL MANDIRI|
390|01-81320|0.0|3500.0|BY TRANSFER CUSTOMER|INC MDA00143|
391|00-14101|30000.0|0.0|BY TRANSFER CUSTOMER|A/N PT.CJ FEED JOMBANG|
391|01-81320|0.0|30000.0|BY TRANSFER CUSTOMER|INV SBA01718|
392|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N UNGGAS JAYA BERSINAR|
392|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|INV MDA00144|
393|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N HOCH HENG FARM|
393|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|INV MDA00568|
394|00-14101|4716.0|0.0|BY TRANSFER CUSTOMER|A/N KAMTO FARM|
394|01-81320|0.0|4716.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2639|
395|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N SAHABAT TERNAK FARM|
395|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2495|
396|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N SAHABAT TERNAK CUSTOMER|
396|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|INV MDA00367|
397|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N SEHAT FARM|
397|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2533|
398|00-14101|69.97|0.0|INV. JKA10568||
398|01-81320|0.0|69.97|INV. JKA10568||
399|00-14101|4700.0|0.0|BY TRANSFER CUSTOMER|A/N MAKMUR FARM|
399|01-81320|0.0|4700.0|BY TRANSFER CUSTOMER|A/N MAKMUR FARM|
400|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N AGRINUSA JAYA SENTOSA|
400|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2668|
401|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N AGRINUSA JAYA SENTOSA|
401|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2669|
402|00-14101|928.0|0.0|BY TRANSFER CUSTOMER|A/N HERMAN FARM|
402|01-81320|0.0|928.0|TT CHARGE||
403|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N HARJUNA FARM|
403|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2685|
404|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N ATHIONG FARM|
404|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2694|
405|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N CANGCIEK|
405|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2696|
406|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N CJS|
406|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2716|
407|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N UNGGAS JAYA BERSINAR|
407|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|A/N UJB NO.RECEIPT NO.2723|
408|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N RUDY FARM|
408|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2743|
409|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N AGRINUSA JAYA SENTOSA|
409|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2745|
410|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N SEHAT FARM NO.RECEIPT 2754|
410|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2754|
411|00-14101|84000.0|0.0|PERUBAHAN HARGA JUAL|NO.INV MDA00166|
411|01-50101|0.0|84000.0|PERUBAHAN HARGA JUAL|INV.MDA00116|
412|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N SAHABAT TERNAK FARM|
412|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2808|
413|00-14101|5500.0|0.0|BY TRANSFER CUSTOMER|A/N SAHABAT TERNAK FARM|
413|01-81320|0.0|5500.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2824|
414|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N RUDY FARM|
414|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2830|
415|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N CJS FEED INDONESIA|
415|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2831|
416|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A.N UNGGAS JAYA BERSINAR|
416|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2838|
417|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N POHOK FARM|
417|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2779|
418|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N CJS|
418|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2858|
419|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N DUNIA TERNAK|
419|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2878|
420|00-14101|1874.0|0.0|BY.JASA ANALISA, TAX PPH-23|INV.LAB BLN DESEMBER 2011|
420|00-21123|0.0|1874.0|INV.LAB BLN DESEMBER 2011||
421|00-14101|4215.0|0.0|BY.JASA ANALISA,TAX PPH-23|INV.LAB JAN'12 & FEB'12|
421|00-21123|0.0|4215.0|INV.LAB BLN JAN'12 & FEB'12||
422|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N AGRINUSA JAYA SENTOSA|
422|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2895|
423|00-14101|100.0|0.0|SELISIH PIUTANG FEEDMILL JKT||
423|01-81320|0.0|100.0|||
424|00-14101|914.5|0.0|CN001-12||
424|01-81320|0.0|914.5|||
425|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N HARRY YANTO|
425|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2904|
426|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N AGRINUSA JAYA SANTOSA|
426|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2915|
427|00-14101|5296.0|0.0|BY TRANSFER CUSTOMER|A/N KPC|
427|01-81320|0.0|5296.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2921|
428|00-14101|7097.96|0.0|SELISH KURS|NO.RECEIPT 2793|
428|01-81320|0.0|7097.96|SELISIH KURS|NO.RECEIPT 2793|
429|00-14101|5402.0|0.0|BIAYA JASA ANALISA|INV.LAB JULI 2012|
470|00-14101|301720.0|0.0|FOREX PAYMENT PT.WELGRO|INV.JTA00135|
429|00-21123|0.0|5402.0|BIAYA JASA ANALISA|INV.BULAN JULI 2012|
430|00-14101|2323.0|0.0|BIAYA JASA ANALISA|INV.BULAN FEBRUARI 2012|
430|00-21123|0.0|2323.0|INV.BULAN FEBRUARI 2012||
431|00-14101|1800.0|0.0|BIAYA JASA ANALISA|INV.BULAN MARET 2012|
431|00-21123|0.0|1800.0|INV BULAN MARET 2012||
432|00-14101|20961.0|0.0|BIAYA JASA ANALISA|INV.BLN APR'12 S/D AUG'12|
470|01-80401|0.0|301720.0|INV.JTA00135|USD 2.200 * RP 9.494,85|
432|00-21123|0.0|20961.0|INV BLN APR'12 S/D AUG'12||
433|00-14101|15064.0|0.0|BIAYA JASA ANALISA|INV BLN NOV 2011|
472|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO RECEIPT 2984|
433|00-21123|0.0|15064.0|INV BLN NOV 2011||
434|00-14101|13555.0|0.0|BIAYA JASA ANALISA|INV BULAN DESEMBER 2011|
471|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO RECEIPT. 2980|
434|00-21123|0.0|13555.0|INV BULAN DESEMBER 2011||
435|00-14101|18787.0|0.0|BIAYA JASA ANALISA|INV BLN JANUARI 2012|
472|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N AHO CINKANG FARM|
435|00-21123|0.0|18787.0|INV BLN JANUARI 2012||
436|00-14101|18249.5|0.0|BIAYA JASA ANALISA|INV BULAN FEBRUARI 2012|
436|01-81320|120.5|0.0|||
436|00-21123|0.0|18370.0|INV BULAN FEBRUARI 2012||
437|00-14101|11993.0|0.0|BIAYA JASA ANALISA|INV BULAN MARET 2012|
437|00-21123|0.0|11993.0|INV BULAN MARET 2012||
438|00-14101|20845.9|0.0|BIAYA JASA ANALISA|INV BULAN APRIL 2012|
438|01-81320|744.1|0.0|||
438|00-21123|0.0|21590.0|INV BULAN APRIL 2012||
439|00-14101|17427.0|0.0|BIAYA JASA ANALISA|INV BULAN MEI 2012|
471|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N RUDY FARM|
439|00-21123|0.0|17427.0|INV BULAN MEI 2012||
440|00-14101|22593.74|0.0|BIAYA JASA ANALISA|INV BULAN JUNI 2012|
440|01-81320|1183.26|0.0|||
440|00-21123|0.0|23777.0|INV BULAN JUNI 2012||
441|00-14101|51184.0|0.0|BIAYA JASA ANALISA|INV BULAN NOVEMBER 2011|
441|00-21123|0.0|51184.0|INV BULAN NOVEMBER 2011||
442|00-14101|39500.0|0.0|BIAYA JASA ANALISA|INV BULAN DESEMBER 2011|
442|00-21123|0.0|39500.0|INV.BULAN DESEMBER 2011||
443|00-14101|44742.0|0.0|BIAYA JASA ANALISA|INV.BULAN JANUARI 2012|
443|00-21123|0.0|44742.0|INV BULAN JANUARI 2012||
444|00-14101|48734.0|0.0|BIAYA JASA ANALISA|INV BULAN FEBRUARI 2012|
444|00-21123|0.0|48734.0|INV BULAN FEBRUARI 2012||
445|00-14101|59769.0|0.0|BIAYA JASA ANALISA|INV BULAN MARET 2012|
445|00-21123|0.0|59769.0|INV BULAN MARET 2012||
446|00-14101|55832.0|0.0|BIAYA JASA ANALISA|INV BULAN APRIL 2012|
446|00-21123|0.0|55832.0|INV BULAN APRIL 2012||
447|00-14101|55799.0|0.0|BIAYA JASA ANALISA|INV BULAN MEI 2012|
447|00-21123|0.0|55799.0|INV BULAN MEI 2012||
448|00-14101|62989.0|0.0|BIAYA JASA ANALISA|INV BUULAN JUNI 2012|
448|00-21123|0.0|62989.0|INV BULAN JUNI 2012||
449|00-14101|61656.0|0.0|BIAYA JASA ANALISA|INV BULAN JULI 2012|
449|00-21123|0.0|61656.0|INV BULAN JULI 2012||
450|00-14101|43453.0|0.0|BIAYA JASA ANALISA|INV BULAN AGUSTUS 2012|
450|00-21123|0.0|43453.0|INV BULAN AGUSTUS 2012||
451|00-14101|6995.0|0.0|BIAYA JASA ANALISA|INV BULAN MAR'12 S/D JUN'12|
451|00-21123|0.0|6995.0|INV BULAN MAR'12 S/D JUN'12||
452|00-14101|26075.0|0.0|BIAYA JASA ANALISA|INV BULAN AUG'11 S/D OKT'11|
452|00-21123|0.0|26075.0|INV BULAN AUG'11 S/D OKT'11||
453|00-14101|10000.0|0.0|BY TRANSFER CUSTOMER|A.N PT.CJ FEED JOMBANG|
453|01-81320|0.0|10000.0|BY TRANSFER CUSTOMER|NO,RECEIPT 2950|
454|00-14101|10000.0|0.0|BY TRANSFER CUSTOMER|A/N PT.CJ FEED JOMBANG|
454|01-81320|0.0|10000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2956|
455|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N PT.CHEIL JEDANG SUPERFEED|
455|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2957|
456|00-14101|22100.0|0.0|BIAYA JASA ANALISA|INVOICE BULAN JULI 2012|
456|00-21123|0.0|22100.0|BIAYA JASA ANALISA|BULAN JULI 2012|
457|00-14101|10783.0|0.0|BIAYA JASA ANALISA|INV.BULAN AGUSTUS 2012|
457|00-21123|0.0|10783.0|BIAYA JASA ANALISA|INV.BULAN AGUSTUS 2012|
458|00-14101|20103.0|0.0|BIAYA JASA ANALISA|INV.BULAN SEPTEMBER 2012|
458|00-21123|0.0|20103.0|BIAYA JASA ANALISA|INV.BULAN SEPTEMBER 2012|
459|00-14101|3046.0|0.0|BIAYA JASA ANALISA|BULAN NOVEMBER 2011|
459|00-21123|0.0|3046.0|BIAYA JASA ANALISA|BULAN NOVEMBER 2011|
460|00-14101|3339.0|0.0|BIAYA JASA ANALISA|INV.BULAN DESEMBER 2011|
460|00-21123|0.0|3339.0|BIAYA JASA ANALISA|INV.BULAN DESEMBER 2011|
461|00-14101|9926.0|0.0|BIAYA JASA ANALISA|INV.BULAN JANUARI 2012|
461|00-21123|0.0|9926.0|BIAYA JASA ANALISA|INV.BULAN JANUARI 2012|
462|00-14101|5196.0|0.0|BIAYA JASA ANALISA|INV.BULAN FEBRUARI 2012|
462|00-21123|0.0|5196.0|BIAYA JASA ANALISA|INV.BULAN FEBRUARI 2012|
463|00-14101|8487.0|0.0|BIAYA JASA ANALISA|INV.BULAN MARET 2012|
463|00-21123|0.0|8487.0|BIAYA JASA ANALISA|INV.BULAN MARET 2012|
464|00-14101|7080.0|0.0|BIAYA JASA ANALISA|INV.BULAN APRIL 2012|
464|00-21123|0.0|7080.0|BIAYA JASA ANALISA|INV.BULAN APRIL 2012|
465|00-14101|5816.0|0.0|BIAYA JASA ANALISA|INV.BULAN MEI 2012|
465|00-21123|0.0|5816.0|BIAYA JASA ANALISA|INV.BULAN MEI 2012|
466|00-14101|11637.0|0.0|BIAYA JASA ANALISA|INV.BULAN JUNI 2012|
466|00-21123|0.0|11637.0|BIAYA JASA ANALISA|INV.BULAN JUNI 2012|
467|00-14101|4503.0|0.0|BIAYA JASA ANALISA|INV.BULAN JULI 2012|
467|00-21123|0.0|4503.0|BIAYA JASA ANALISA|INV.BULAN JULI 2012|
468|00-14101|10500.0|0.0|BIAYA JASA ANALISA|INV.LAB BULAN AGUSTUS 2012|
468|00-21123|0.0|10500.0|BIAYA JASA ANALISA|INV.LAB BULAN AGUSTUS 2012|
469|00-14101|6697.0|0.0|BIAYA JASA ANALISA|INV.LAB BULAN SEPTEMBER 2012|
469|00-21123|0.0|6697.0|BIAYA JASA ANALISA|INV.LAB BULAN SEPTEMBER 2012|
473|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N ANDHIKA|
473|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 2989|
474|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N AGRINUSA JAYA SANTOSA|
474|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 3002|
475|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A.N SEHAT FARM|
475|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 3004|
476|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N AGRINUSA JAYA SANTOSA|
476|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 3015|
477|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N BAGONG SUHARTO|
477|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|NO.RECEIPT 3027|
478|00-14101|200.0|0.0|SELISIH PIUTANG APAO FARM|NO.RECEIPT 3005|
478|01-81320|0.0|200.0|SELISIH PIUTANG APAO FARM|NO.RECEIPT 3005|
479|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|NO RECEIPT.2923|
479|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|BO.RECEIPT 2923|
480|00-14101|282.0|0.0|SELISIH PIUTANG HERMAN FARM|NO.RECEIPT 2963|
480|01-81320|0.0|282.0|SELISIH PIUTANG HERMAN FARM||
481|00-14101|535.0|0.0|SELISIH PIUTANG HERMAN FARM|BO.RECEIPT 2829|
481|01-81320|0.0|535.0|SELISIH PIUTANG HERMAN FARM||
482|00-14101|439.0|0.0|SELISIH PIUTANG HERMAN FARM|NO.RECEIPT 2859|
482|01-81320|0.0|439.0|SELISIH PIUTANG HERMAN FARM||
483|00-14101|849.0|0.0|SELISIH PIUTANG HERMAN FARM|NO.RECEIPT 2912|
483|01-81320|0.0|849.0|SELISIH PIUTANG HERMAN FARM||
484|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|DENPASAR AREA|
484|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|DENPASAR AREA NO.RECEIPT 1782|
485|00-14101|10000.0|0.0|BY TRANSFER CUSTOMER|DENPASAR AREA|
485|01-81320|0.0|10000.0|BY TRANSFER CUSTOMER|DENPASAR AREA NO.RECEIPT 2236|
486|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|DENPASAR AREA|
486|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|DENPASAR AREA NO.RECEIPT 2389|
487|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|DENPASAR AREA|
487|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|DENPASAR AREA NO.RECEIPT 2720|
488|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|DENPASAR AREA|
488|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|DENPASAR AREA NO.RECEIPT 2839|
489|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|YOGYAKARTA AREA|
489|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|YOGYA AREA NO.RECEIPT 2621|
490|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|MAGELANG AREA|
490|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|YOGYA AREA NO.RECEIPT 2619|
491|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|PURWOKERTO AREA|
491|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER|PURWOKERTO NO.RECEIPT 2620|
492|00-14101|5050.0|0.0|BY TRANSFER CUSTOMER|A/N ATHIONG FARM|
492|01-81320|0.0|5050.0|BY TRANSFER CUST. INV MDA00784||
493|00-14101|10000.0|0.0|BY TRANSFER CUSTOMER|A/N CJ FEED JOMBANG|
493|01-81320|0.0|10000.0|BY TRANSFER CUSTOMER REC3094||
494|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N PT.AGRINUSA JAYA SANTOSA|
494|01-81320|0.0|5000.0|BY TRANSFER CUST. NO REC 3105||
495|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N PT.CJS|
495|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER||
D0000002|01-50101|0.0|993538.0| | |
D0000002|00-33604|0.0|99354.0|||
D0000002|00-14101|1092892.0|0.0|||
496|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N PT.AGRINUSA JAYA SANTOSA|
496|01-81320|0.0|5000.0|NO.RECEIPT 3166||
497|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N BAGONG SUHARTO|
497|01-81320|0.0|5000.0|NO.RECEIPT 3168||
498|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N SURYA MITRA SENTOSA|
498|01-81320|0.0|5000.0|BY TRANSFER INV SMA04498||
499|00-14101|3775575.58|0.0|(GAIN) LOSS ON FOREX|INV BULAN JANUARI 2013|
499|01-80401|0.0|3775575.58|INV.BULAN JANUARI 2013||
500|00-14101|171600.0|0.0|(GAIN)LOSS ON FOREX|INV.BULAN DSEMBER 2012|
500|01-80401|0.0|171600.0|INV.BULAN DESEMBER 2012||
501|00-14101|184800.0|0.0|(GAIN) LOSS ON FOREX|IN.BULAN DES'12 & JAN'13|
501|01-80401|0.0|184800.0|(GAIN)LOSS ON FOREX||
502|00-14101|1013200.0|0.0|(GAIN)LOSS ON FOREX|INV.JANUARI 2013|
502|01-80401|0.0|1013200.0|INV.BULAN JANUARI 2013||
503|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N PT.CHEIL JEDANG SUPER FEED|
503|01-81320|0.0|5000.0|INV JTA00219||
504|00-14101|166300.0|0.0|PERUBAHAN HARGA JUAL|NO.INV MDA00855|
504|01-50101|0.0|166300.0|PERUBAHAN HARGA MDA00855||
505|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N CV MALEKARYA SEJAHTERA|
505|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER REC.3188||
506|00-14101|2500.0|0.0|BY TRANSFER CUSTOMER|A/N PT.MALE KARYA BERSINAR|
506|01-81320|0.0|2500.0|BY TRANSFER INV BDA00033||
507|00-14101|10000.0|0.0|BY TRANSFER CUSTOMER|A/N PT.CJ FEED JOMBANG|
507|01-81320|0.0|10000.0|BY TRANFERS CUSTOMER SBA04609||
508|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N PT.CJ SUPER FEED IND|
508|01-81320|0.0|5000.0|INV JTA00240||
509|00-14101|10000.0|0.0|BY TRANSFER CUSTOMER|A/N PT.CJ FEED JOMBANG|
509|01-81320|0.0|10000.0|BY TRANFER CUST. INV SBA05094||
510|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N SURYA MITRA SENTOSA|
510|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER SMA05208||
511|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N CV.INTAN JAYA ABADI|
511|01-81320|0.0|5000.0|BY TRANFER CUSTOMER BDA00043||
512|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|NO.RECEIPT JKA00108|
512|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER JTA00250||
513|00-14101|45900.0|0.0|(GAIN) LOSS ON FOREX|INV DESEMBER 2012 JTA00176|
513|01-80401|0.0|45900.0|INV DES'12 INV JTA00176||
514|00-14101|2190000.0|0.0|NETT OFF HUTANG PIUTANG LEONG||
514|00-11999|0.0|2190000.0|||
515|00-14101|16467.0|0.0|BIAYA JASA ANALISA||
515|00-21123|0.0|16467.0|||
516|00-14101|18199.0|0.0|BIAYA JASA ANALISA||
516|00-21123|0.0|18199.0|||
517|00-14101|15223.0|0.0|BIAYA JASA ANALISA||
517|00-21123|0.0|15223.0|||
518|00-14101|15314.0|0.0|BIAYA JASA ANALISA||
518|00-21123|0.0|15314.0|||
519|00-14101|18893.0|0.0|BIAYA JASA ANALISA||
519|00-21123|0.0|18893.0|||
520|00-14101|17418.0|0.0|BIAYA JASA ANALISA||
520|00-21123|0.0|17418.0|||
521|00-14101|17424.0|0.0|BIAYA JASA ANALISA||
521|00-21123|0.0|17424.0|||
522|00-14101|18803.0|0.0|BIAYA JASA ANALISA||
522|00-21123|0.0|18803.0|||
523|00-14101|18679.0|0.0|BIAYA JASA ANALISA||
523|00-21123|0.0|18679.0|||
524|00-14101|17265.0|0.0|BIAYA JASA ANALISA||
524|00-21123|0.0|17265.0|||
525|00-14101|19772.0|0.0|BIAYA JASA ANALISA||
525|00-21123|0.0|19772.0|||
526|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|NO.RECEIPT JKA00117|
526|01-81320|0.0|5000.0|BY TRANSFER CUST.INV JTA00251||
527|00-14101|2500.0|0.0|BY TRANSFER CUSTOMER|NO.RECEIPT BDA00001|
527|01-81320|0.0|2500.0|BY TRANSFER CUST. INV BDA00041||
528|00-14101|9960.0|0.0|FOREX INV.JAN & FEB 2013||
528|01-80401|0.0|9960.0|FOREX INV.JAN & FEB 2013||
529|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N ANDHIKA FEEDMILL|
529|01-81320|0.0|5000.0|BY TF CUST.INV BDA00040||
530|00-14101|2190000.0|0.0|KOREKSI RJE DES 2012||
530|00-14101|0.0|2190000.0|||
531|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|NO.RECEIPT JKA00140|
531|01-81320|0.0|5000.0|BY TRANSFER CUSTOMER JKA00388||
532|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|A/N SURYA MITRA SENTOSA|
532|01-81320|0.0|5000.0|BY TRANSFER CUST.INC SMA05662||
533|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|NO.RECEIPT SBA00177|
533|01-81320|0.0|5000.0|BY TRANSFER CUST.REC SBA00177||
534|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|NO.RECEIPT BDA00004|
534|01-81320|0.0|5000.0|BY TRANSFER CUST.REC BDA00004||
535|00-14101|10000.0|0.0|FOREX PAYMENT PT.NEW HOPE IND|INV JTA00231 FEBRUARI 2013|
535|01-81320|0.0|10000.0|BY TRANFER CUST INV SBA05383||
536|00-14101|388520.0|0.0|BY ADM $40*RP.9713 JTA00269||
536|01-81320|0.0|388520.0|BY ADM $40*RP.9713 JTA00269||
537|00-14101|392080.0|0.0|BY ADM $40*RP.9802 JTA00324||
537|01-81320|0.0|392080.0|BY ADM $40*RP.9802 JTA00324||
538|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|NO.RECEIPT JKA00155|
538|01-81320|0.0|5000.0|BY TF CUST.NO RECEIPT JKA00155||
539|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|NO.RECEIPT BDA00005|
539|01-81320|0.0|5000.0|BY TF CUST. INV BDA00049||
540|00-14101|5000.0|0.0|BY TRANSFER CUSTOMER|NO.RECEIPT JKA00158|
540|01-81320|0.0|5000.0|BY TF CUST INV JTA00302||
541|00-14101|194760.0|0.0|BIAYA ADM INV.JTA00231|$20 * RP 9.738|
