009514|01|M-D008-1|17100.0|23.0|0.0|0.0|0.0|
009514|01|M-H003|26100.0|9.0|0.0|0.0|0.0|
009514|01|M-H005|21900.0|9.0|0.0|0.0|0.0|
009514|01|M-N0021|10830.0|15.0|0.0|0.0|0.0|
009514|01|M-S0015|4750.0|30.0|0.0|0.0|0.0|
009514|01|M-S0021|38000.0|6.0|0.0|0.0|0.0|
009515|01|M-EN002|166250.0|2.0|0.0|0.0|0.0|
009515|01|M-G001-1|66500.0|4.0|0.0|0.0|0.0|
009515|01|M-I001|77900.0|9.0|0.0|0.0|0.0|
009516|01|M-N020|27075.0|4.0|0.0|0.0|0.0|
009517|01|M-M005|23100.0|8.0|0.0|0.0|0.0|
009518|01|M-G010|55000.0|20.0|0.0|0.0|0.0|
009518|01|M-S017|32600.0|10.0|0.0|0.0|0.0|
009519|01|M-B010|26400.0|2.0|0.0|0.0|0.0|
009520|01|M-Q002|165000.0|2.0|0.0|0.0|0.0|
009521|01|M-Q002|165000.0|1.0|0.0|0.0|0.0|
009522|01|M-S002|0.0|0.0|0.0|0.0|0.0|
009526|01|M-V010|371640.0|20.0|0.0|0.0|0.0|
009527|01|M-H005|0.0|0.0|0.0|0.0|0.0|
009527|01|M-S002|0.0|0.0|0.0|0.0|0.0|
009528|01|M-H005|21900.0|8.0|0.0|0.0|0.0|
009528|01|M-S002|20000.0|5.0|0.0|0.0|0.0|
009529|01|M-H005|21900.0|8.0|0.0|0.0|0.0|
009529|01|M-S002|20000.0|5.0|0.0|0.0|0.0|
009530|01|M-H003|26100.0|5.0|0.0|0.0|0.0|
009531|01|M-I001|77900.0|5.0|0.0|0.0|0.0|
009531|01|M-S002|20000.0|3.0|0.0|0.0|0.0|
009534|01|M-M005|0.0|0.0|0.0|0.0|0.0|
009535|01|M-G010|0.0|0.0|0.0|0.0|0.0|
009536|01|M-B010|26400.0|1.0|0.0|0.0|0.0|
009536|01|M-C004|84835.0|1.0|0.0|0.0|0.0|
009536|01|M-EN001|24320.0|2.0|0.0|0.0|0.0|
009537|01|M-B010|26400.0|2.0|0.0|0.0|0.0|
009537|01|M-C004|84835.0|1.0|0.0|0.0|0.0|
009537|01|M-EN001|24320.0|4.0|0.0|0.0|0.0|
009537|01|M-Q002|165000.0|1.0|0.0|0.0|0.0|
009538|01|M-H003|26100.0|11.0|0.0|0.0|0.0|
009538|01|M-H005|21900.0|11.0|0.0|0.0|0.0|
009538|01|M-I001|77900.0|11.0|0.0|0.0|0.0|
009539|01|M-I001|77900.0|8.0|0.0|0.0|0.0|
009539|01|M-S002|10000.0|4.0|0.0|0.0|0.0|
009540|01|M-H003|26100.0|5.0|0.0|0.0|0.0|
009541|01|M-H003|26100.0|5.0|0.0|0.0|0.0|
009542|01|M-H003|26100.0|5.0|0.0|0.0|0.0|
009543|01|M-B010|26400.0|2.0|0.0|0.0|0.0|
009544|01|M-H005|21900.0|20.0|0.0|0.0|0.0|
009544|01|M-S002|10000.0|8.0|0.0|0.0|0.0|
009549|01|M-M005|23100.0|3.0|0.0|0.0|0.0|
009550|01|M-M005|23100.0|5.0|0.0|0.0|0.0|
009551|01|M-M005|23100.0|4.0|0.0|0.0|0.0|
009552|01|M-S017|32600.0|1.0|0.0|0.0|0.0|
009553|01|M-S017|32600.0|1.0|0.0|0.0|0.0|
009554|01|M-S017|32600.0|1.0|0.0|0.0|0.0|
009555|01|M-V005|24650.0|20.0|0.0|0.0|0.0|
009556|01|M-F003|1026100.0|2.0|0.0|0.0|0.0|
009557|01|M-A003-5|215000.0|1.0|0.0|0.0|0.0|
009558|01|M-S002|0.0|0.0|0.0|0.0|0.0|
009559|01|M-S002|0.0|0.0|0.0|0.0|0.0|
009560|01|M-C004|0.0|0.0|0.0|0.0|0.0|
009561|01|M-H003|0.0|0.0|0.0|0.0|0.0|
009561|01|M-Q002|0.0|0.0|0.0|0.0|0.0|
009561|01|M-S002|0.0|0.0|0.0|0.0|0.0|
009561|01|M-V010|0.0|0.0|0.0|0.0|0.0|
009562|01|M-B010|26400.0|10.0|0.0|0.0|0.0|
