SCI09963|30/09/2006|01|PFA005|1996.0|700.0|0.0|0.0|0.0|
SCI09962|29/09/2006|01|M-M005|23100.0|4.0|0.0|0.0|0.0|
SCI09962|29/09/2006|01|M-E0003|13200.0|5.0|0.0|0.0|0.0|
SCI09962|29/09/2006|01|M-B010|26400.0|4.0|0.0|0.0|0.0|
SCI09961|29/09/2006|01|M-M005|23100.0|4.0|0.0|0.0|0.0|
SCI09961|29/09/2006|01|M-E0003|13200.0|2.0|0.0|0.0|0.0|
SCI09961|29/09/2006|01|M-B010|26400.0|1.0|0.0|0.0|0.0|
SCI09960|29/09/2006|01|M-M005|23100.0|4.0|0.0|0.0|0.0|
SCI09960|29/09/2006|01|M-E0003|13200.0|5.0|0.0|0.0|0.0|
SCI09960|29/09/2006|01|M-B010|26400.0|4.0|0.0|0.0|0.0|
SCI09959|29/09/2006|01|M-T008|38000.0|2.0|0.0|0.0|0.0|
SCI09958|29/09/2006|01|M-T008|38000.0|4.0|0.0|0.0|0.0|
SCI09957|29/09/2006|01|M-V011|104500.0|1.0|0.0|0.0|0.0|
SCI09957|29/09/2006|01|M-S002|10000.0|6.0|0.0|0.0|0.0|
SCI09957|29/09/2006|01|M-Q002|165000.0|1.0|0.0|0.0|0.0|
SCI09957|29/09/2006|01|M-C004|84835.0|1.0|0.0|0.0|0.0|
SCI09956|29/09/2006|01|M-V011|104500.0|2.0|0.0|0.0|0.0|
SCI09956|29/09/2006|01|M-S002|10000.0|2.0|0.0|0.0|0.0|
SCI09956|29/09/2006|01|M-Q002|165000.0|2.0|0.0|0.0|0.0|
SCI09956|29/09/2006|01|M-C004|84835.0|2.0|0.0|0.0|0.0|
SCI09955|29/09/2006|01|M-V011|104500.0|2.0|0.0|0.0|0.0|
SCI09955|29/09/2006|01|M-S002|10000.0|12.0|0.0|0.0|0.0|
SCI09955|29/09/2006|01|M-Q002|165000.0|2.0|0.0|0.0|0.0|
SCI09955|29/09/2006|01|M-C004|84835.0|2.0|0.0|0.0|0.0|
SCI09954|29/09/2006|01|M-V011|104500.0|2.0|0.0|0.0|0.0|
SCI09954|29/09/2006|01|M-S002|10000.0|18.0|0.0|0.0|0.0|
SCI09954|29/09/2006|01|M-Q002|165000.0|3.0|0.0|0.0|0.0|
SCI09954|29/09/2006|01|M-C004|84835.0|3.0|0.0|0.0|0.0|
SCI09953|29/09/2006|01|PFG001|257217.0|10.0|0.0|0.0|0.0|
SCI09952|29/09/2006|01|PFA005|1996.0|900.0|0.0|0.0|0.0|
SCI09951|29/09/2006|01|M-F05-30|225600.0|1.0|0.0|0.0|0.0|
SCI09950|29/09/2006|01|M-F05-30|225600.0|1.0|0.0|0.0|0.0|
SCI09949|29/09/2006|01|M-H003|26100.0|9.0|0.0|0.0|0.0|
SCI09948|29/09/2006|01|M-H003|26100.0|5.0|0.0|0.0|0.0|
SCI09947|29/09/2006|01|M-H003|26100.0|28.0|0.0|0.0|0.0|
SCI09946|29/09/2006|01|M-H003|26100.0|10.0|0.0|0.0|0.0|
SCI09945|29/09/2006|01|M-H003|26100.0|10.0|0.0|0.0|0.0|
SCI09944|29/09/2006|01|M-M005|0.0|0.0|0.0|0.0|0.0|
SCI09944|29/09/2006|01|M-E0003|0.0|0.0|0.0|0.0|0.0|
SCI09944|29/09/2006|01|M-B010|0.0|0.0|0.0|0.0|0.0|
SCI09943|29/09/2006|01|M-M005|23100.0|6.0|0.0|0.0|0.0|
SCI09943|29/09/2006|01|M-E0003|13200.0|6.0|0.0|0.0|0.0|
SCI09943|29/09/2006|01|M-B010|26400.0|4.0|0.0|0.0|0.0|
SCI09942|29/09/2006|01|M-M005|0.0|0.0|0.0|0.0|0.0|
SCI09942|29/09/2006|01|M-E0003|0.0|0.0|0.0|0.0|0.0|
SCI09942|29/09/2006|01|M-B010|0.0|0.0|0.0|0.0|0.0|
SCI09941|29/09/2006|01|M-M005|0.0|0.0|0.0|0.0|0.0|
SCI09941|29/09/2006|01|M-E0003|0.0|0.0|0.0|0.0|0.0|
SCI09941|29/09/2006|01|M-B010|0.0|0.0|0.0|0.0|0.0|
SCI09940|29/09/2006|01|M-M005|23100.0|4.0|0.0|0.0|0.0|
SCI09940|29/09/2006|01|M-E0003|13200.0|5.0|0.0|0.0|0.0|
SCI09940|29/09/2006|01|M-B010|26400.0|4.0|0.0|0.0|0.0|
SCI09939|28/09/2006|01|M-T008|38000.0|8.0|0.0|0.0|0.0|
SCI09938|28/09/2006|01|M-T009|15000.0|10.0|0.0|0.0|0.0|
SCI09937|28/09/2006|01|M-V011|104500.0|1.0|0.0|0.0|0.0|
SCI09937|28/09/2006|01|M-S002|10000.0|10.0|0.0|0.0|0.0|
SCI09937|28/09/2006|01|M-Q002|165000.0|1.0|0.0|0.0|0.0|
SCI09937|28/09/2006|01|M-C004|84835.0|2.0|0.0|0.0|0.0|
SCI09936|28/09/2006|01|M-S002|10000.0|10.0|0.0|0.0|0.0|
SCI09935|28/09/2006|01|M-C004|84835.0|1.0|0.0|0.0|0.0|
SCI09934|28/09/2006|01|M-C004|84835.0|2.0|0.0|0.0|0.0|
SCI09933|28/09/2006|01|M-S002|10000.0|8.0|0.0|0.0|0.0|
SCI09933|28/09/2006|01|M-Q002|165000.0|1.0|0.0|0.0|0.0|
SCI09933|28/09/2006|01|M-C004|84835.0|1.0|0.0|0.0|0.0|
SCI09932|28/09/2006|01|M-H007|148200.0|1.0|0.0|0.0|0.0|
SCI09931|28/09/2006|01|M-H007|148200.0|1.0|0.0|0.0|0.0|
SCI09930|28/09/2006|01|M-H007|148200.0|1.0|0.0|0.0|0.0|
SCI09929|28/09/2006|01|M-H007|148200.0|1.0|0.0|0.0|0.0|
SCI09928|28/09/2006|01|M-H007|148200.0|1.0|0.0|0.0|0.0|
SCI09927|28/09/2006|01|M-C004|84835.0|2.0|0.0|0.0|0.0|
SCI09926|28/09/2006|01|M-V011|104500.0|1.0|0.0|0.0|0.0|
SCI09926|28/09/2006|01|M-S002|10000.0|10.0|0.0|0.0|0.0|
SCI09926|28/09/2006|01|M-Q002|165000.0|1.0|0.0|0.0|0.0|
SCI09925|28/09/2006|01|M-EN001|24320.0|2.0|0.0|0.0|0.0|
SCI09924|28/09/2006|01|M-V011|104500.0|1.0|0.0|0.0|0.0|
SCI09924|28/09/2006|01|M-S002|10000.0|15.0|0.0|0.0|0.0|
SCI09924|28/09/2006|01|M-Q002|165000.0|1.0|0.0|0.0|0.0|
SCI09923|28/09/2006|01|M-EN001|24320.0|2.0|0.0|0.0|0.0|
SCI09922|28/09/2006|01|M-EN001|24320.0|4.0|0.0|0.0|0.0|
SCI09921|28/09/2006|01|M-V011|104500.0|2.0|0.0|0.0|0.0|
SCI09921|28/09/2006|01|M-S002|10000.0|18.0|0.0|0.0|0.0|
SCI09921|28/09/2006|01|M-Q002|165000.0|2.0|0.0|0.0|0.0|
SCI09920|28/09/2006|01|M-I001|77900.0|10.0|0.0|0.0|0.0|
SCI09919|28/09/2006|01|M-I001|77900.0|12.0|0.0|0.0|0.0|
SCI09918|28/09/2006|01|M-I001|77900.0|5.0|0.0|0.0|0.0|
SCI09917|28/09/2006|01|M-I001|77900.0|5.0|0.0|0.0|0.0|
SCI09916|28/09/2006|01|M-I001|77900.0|5.0|0.0|0.0|0.0|
SCI09915|28/09/2006|01|M-I001|77900.0|5.0|0.0|0.0|0.0|
SCI09914|28/09/2006|01|M-I001|77900.0|9.0|0.0|0.0|0.0|
SCI09913|28/09/2006|01|M-I001|77900.0|4.0|0.0|0.0|0.0|
SCI09912|28/09/2006|01|M-I001|77900.0|3.0|0.0|0.0|0.0|
SCI09911|28/09/2006|01|M-F05-30|225600.0|1.0|0.0|0.0|0.0|
SCI09910|28/09/2006|01|M-F05-30|225600.0|1.0|0.0|0.0|0.0|
SCI09909|28/09/2006|01|M-H003|26100.0|15.0|0.0|0.0|0.0|
SCI09908|28/09/2006|01|M-H005|21900.0|5.0|0.0|0.0|0.0|
SCI09908|28/09/2006|01|M-H003|26100.0|5.0|0.0|0.0|0.0|
SCI09907|28/09/2006|01|M-H005|21900.0|9.0|0.0|0.0|0.0|
SCI09907|28/09/2006|01|M-H003|26100.0|10.0|0.0|0.0|0.0|
SCI09906|28/09/2006|01|M-H005|21900.0|4.0|0.0|0.0|0.0|
SCI09906|28/09/2006|01|M-H003|26100.0|5.0|0.0|0.0|0.0|
SCI09905|28/09/2006|01|M-H005|21900.0|3.0|0.0|0.0|0.0|
SCI09905|28/09/2006|01|M-H003|26100.0|3.0|0.0|0.0|0.0|
SCI09904|28/09/2006|01|M-H004|193600.0|2.0|0.0|0.0|0.0|
SCI09903|28/09/2006|01|M-H004|193600.0|3.0|0.0|0.0|0.0|
SCI09902|28/09/2006|01|M-S017|32600.0|1.0|0.0|0.0|0.0|
SCI09902|28/09/2006|01|M-N020|27075.0|2.0|0.0|0.0|0.0|
SCI09902|28/09/2006|01|M-M005|23100.0|4.0|0.0|0.0|0.0|
SCI09901|28/09/2006|01|M-B010|26400.0|1.0|0.0|0.0|0.0|
SCI09900|28/09/2006|01|M-B010|26400.0|1.0|0.0|0.0|0.0|
SCI09899|28/09/2006|01|M-B010|26400.0|1.0|0.0|0.0|0.0|
SCI09898|27/09/2006|01|M-F05-30|225600.0|5.0|0.0|0.0|0.0|
SCI09897|27/09/2006|01|M-F05-30|225600.0|2.0|0.0|0.0|0.0|
SCI09896|27/09/2006|01|M-EN001|24320.0|16.0|0.0|0.0|0.0|
SCI09895|27/09/2006|01|M-EN001|24320.0|4.0|0.0|0.0|0.0|
SCI09894|27/09/2006|01|M-F05-30|225600.0|1.0|0.0|0.0|0.0|
SCI09893|27/09/2006|01|M-F05-30|225600.0|1.0|0.0|0.0|0.0|
SCI09892|27/09/2006|01|M-Q002|165000.0|4.0|0.0|0.0|0.0|
SCI09891|27/09/2006|01|M-S002|10000.0|50.0|0.0|0.0|0.0|
SCI09890|27/09/2006|01|M-EN001|24320.0|16.0|0.0|0.0|0.0|
SCI09889|27/09/2006|01|M-S017|32600.0|2.0|0.0|0.0|0.0|
SCI09888|27/09/2006|01|M-S017|32600.0|2.0|0.0|0.0|0.0|
SCI09887|27/09/2006|01|M-B010|26400.0|1.0|0.0|0.0|0.0|
SCI09886|27/09/2006|01|M-B010|26400.0|2.0|0.0|0.0|0.0|
SCI09885|27/09/2006|01|M-B010|26400.0|16.0|0.0|0.0|0.0|
SCI09884|27/09/2006|01|M-V005|24650.0|7.0|0.0|0.0|0.0|
SCI09884|27/09/2006|01|M-S017|32600.0|2.0|0.0|0.0|0.0|
SCI09884|27/09/2006|01|M-G010|55000.0|10.0|0.0|0.0|0.0|
SCI09884|27/09/2006|01|M-B010|26400.0|2.0|0.0|0.0|0.0|
SCI09883|27/09/2006|01|M-H004|193600.0|8.0|0.0|0.0|0.0|
SCI09882|26/09/2006|01|M-F003|1026000.0|2.0|0.0|0.0|0.0|
SCI09881|26/09/2006|01|M-C004|84835.0|2.0|0.0|0.0|0.0|
SCI09880|26/09/2006|01|M-F05-30|225600.0|1.0|0.0|0.0|0.0|
SCI09879|26/09/2006|01|M-C004|84835.0|4.0|0.0|0.0|0.0|
SCI09878|26/09/2006|01|M-C004|84835.0|3.0|0.0|0.0|0.0|
SCI09877|26/09/2006|01|M-F05-30|225600.0|1.0|0.0|0.0|0.0|
SCI09876|26/09/2006|01|M-EN001|24320.0|4.0|0.0|0.0|0.0|
SCI09875|26/09/2006|01|M-S002|10000.0|4.0|0.0|0.0|0.0|
SCI09874|26/09/2006|01|M-S002|10000.0|4.0|0.0|0.0|0.0|
SCI09873|26/09/2006|01|M-C004|84835.0|2.0|0.0|0.0|0.0|
SCI09872|26/09/2006|01|M-B010|26400.0|1.0|0.0|0.0|0.0|
SCI09871|26/09/2006|01|M-EN001|24320.0|2.0|0.0|0.0|0.0|
SCI09870|26/09/2006|01|M-S002|10000.0|6.0|0.0|0.0|0.0|
SCI09869|26/09/2006|01|M-V011|104500.0|1.0|0.0|0.0|0.0|
SCI09869|26/09/2006|01|M-C004|84835.0|2.0|0.0|0.0|0.0|
SCI09868|26/09/2006|01|M-V011|104500.0|3.0|0.0|0.0|0.0|
SCI09868|26/09/2006|01|M-Q002|165000.0|3.0|0.0|0.0|0.0|
SCI09868|26/09/2006|01|M-C004|84835.0|1.0|0.0|0.0|0.0|
SCI09867|26/09/2006|01|M-B010|26400.0|4.0|0.0|0.0|0.0|
SCI09866|26/09/2006|01|M-C004|84835.0|1.0|0.0|0.0|0.0|
SCI09865|26/09/2006|01|M-M005|23100.0|2.0|0.0|0.0|0.0|
SCI09864|26/09/2006|01|M-M005|23100.0|4.0|0.0|0.0|0.0|
SCI09863|26/09/2006|01|M-S017|32600.0|1.0|0.0|0.0|0.0|
SCI09863|26/09/2006|01|M-M005|23100.0|6.0|0.0|0.0|0.0|
SCI09862|26/09/2006|01|M-M004|16500.0|20.0|0.0|0.0|0.0|
SCI09862|26/09/2006|01|M-G010|55000.0|5.0|0.0|0.0|0.0|
SCI09861|26/09/2006|01|M-M005|23100.0|4.0|0.0|0.0|0.0|
SCI09861|26/09/2006|01|M-E0003|13200.0|2.0|0.0|0.0|0.0|
SCI09860|26/09/2006|01|M-M005|23100.0|10.0|0.0|0.0|0.0|
SCI09860|26/09/2006|01|M-E0003|13200.0|3.0|0.0|0.0|0.0|
SCI09859|26/09/2006|01|M-H004|193600.0|1.0|0.0|0.0|0.0|
SCI09858|26/09/2006|01|M-H004|193600.0|4.0|0.0|0.0|0.0|
SCI09857|26/09/2006|01|M-H004|193600.0|2.0|0.0|0.0|0.0|
SCI09856|26/09/2006|01|M-H004|193600.0|1.0|0.0|0.0|0.0|
SCI09855|26/09/2006|01|M-H004|193600.0|2.0|0.0|0.0|0.0|
SCI09854|26/09/2006|01|M-H005|21900.0|5.0|0.0|0.0|0.0|
SCI09853|26/09/2006|01|M-H005|21900.0|13.0|0.0|0.0|0.0|
SCI09852|26/09/2006|01|M-H005|21900.0|8.0|0.0|0.0|0.0|
